fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,8.5,9.4,5.6,3.7,51.2,36.8,39.6,43.0,2.9,8.3,8.7,8.7,1028.8,80,20
3,6.9,8.4,5.0,3.1,58.2,34.2,35.5,39.1,2.0,7.1,8.3,8.3,1030.2,80,23
6,4.2,7.9,4.6,2.7,72.2,32.6,33.2,33.1,2.5,5.0,6.9,6.9,1030.0,81,2
9,2.3,7.5,4.5,2.9,82.6,32.6,27.3,24.1,2.3,3.2,5.4,5.4,1029.4,81,5
12,6.9,7.5,4.8,3.3,67.3,32.5,23.6,24.5,1.5,2.9,3.3,3.3,1030.5,81,8
15,13.0,9.8,5.7,3.7,35.3,32.7,38.3,39.7,1.5,2.3,2.8,2.8,1030.6,81,11
18,15.1,12.2,8.0,5.9,31.7,28.4,34.4,38.5,1.8,2.7,3.4,3.4,1027.6,81,14
21,14.4,13.0,8.9,6.9,40.5,30.4,36.3,40.3,1.2,2.0,3.1,3.1,1026.1,81,17
24,8.4,12.5,8.9,6.9,61.2,32.2,36.2,39.6,2.5,5.4,3.6,3.6,1026.5,81,20
27,6.8,11.5,8.5,6.8,66.9,34.5,36.8,39.6,3.1,8.9,4.8,4.8,1027.0,81,23
30,5.6,10.9,8.5,6.7,71.2,37.2,37.0,39.6,2.4,8.1,6.1,6.1,1025.9,82,2
33,4.6,10.5,8.6,6.8,77.0,39.5,37.1,38.7,2.4,6.6,4.5,4.5,1024.5,82,5
36,8.6,10.1,8.6,7.0,68.0,41.2,36.6,34.5,2.2,5.3,3.9,3.9,1024.6,82,8
39,15.3,12.8,8.7,7.5,42.5,41.3,46.0,32.2,3.7,5.2,6.7,6.7,1023.1,82,11
42,17.1,15.1,10.9,8.7,38.1,34.9,42.3,47.3,4.3,5.9,6.8,6.8,1019.5,82,14
