fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,17.5,19.6,16.1,14.1,75.6,57.3,62.7,67.6,3.5,4.9,4.8,4.8,1024.7
3,16.0,18.9,15.8,13.8,82.5,61.0,63.9,67.7,3.0,6.8,6.1,6.1,1025.3
6,15.1,17.9,15.4,13.5,87.0,66.5,66.8,70.4,2.8,7.0,6.6,6.6,1024.3
9,14.2,16.7,15.0,13.1,91.5,76.2,71.1,74.7,2.4,5.8,5.7,5.7,1024.4
12,16.9,16.2,14.9,13.0,84.7,78.4,69.9,74.3,1.6,5.6,7.0,7.0,1025.4
15,21.8,19.1,14.8,12.9,59.4,63.4,74.3,77.3,1.8,2.9,4.4,4.4,1025.2
18,22.7,20.6,16.2,14.0,52.2,53.0,65.3,72.6,2.3,3.1,3.6,3.6,1022.3
21,21.1,20.7,16.5,14.3,62.1,53.8,64.6,71.7,2.5,3.7,4.3,4.3,1021.6
24,18.7,20.0,16.3,14.2,71.1,56.1,63.7,70.4,2.2,4.1,4.9,4.9,1022.3
27,16.8,19.2,16.2,14.1,78.9,57.9,62.3,68.5,2.2,3.5,3.8,3.8,1022.3
30,15.7,18.4,15.9,13.9,83.9,62.2,63.8,69.5,2.7,3.1,2.2,2.2,1021.4
33,14.8,17.3,15.5,13.7,89.3,68.9,66.2,71.4,1.6,2.7,1.8,1.8,1021.0
36,17.4,17.0,15.4,13.6,81.5,71.2,66.6,71.3,0.8,0.7,1.3,1.3,1021.5
39,22.0,19.8,15.6,13.7,58.8,61.5,71.5,73.8,1.3,1.7,2.1,2.1,1020.4
42,23.4,21.7,17.2,15.0,49.5,48.9,59.7,66.4,2.2,2.4,2.8,2.8,1017.3
