fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,1.3,0.4,0.1,-0.0,98.3,99.9,97.5,95.9,1.6,2.2,3.9,3.9,1026.1,2,20
3,1.3,0.3,0.6,0.6,98.1,99.5,92.2,82.3,2.2,3.0,5.6,5.6,1026.9,2,23
6,1.1,0.3,1.8,1.8,98.9,99.3,74.8,59.5,2.4,3.9,8.0,8.0,1027.0,3,2
9,0.8,0.7,2.8,2.6,98.7,97.1,63.1,48.4,2.2,3.9,9.4,9.4,1026.7,3,5
12,0.8,0.7,2.8,2.2,97.6,95.0,66.8,54.9,1.4,2.9,7.8,7.8,1028.1,3,8
15,4.5,1.7,2.8,2.2,81.2,93.1,63.0,54.5,1.8,2.3,5.3,5.3,1029.2,3,11
18,8.4,5.7,3.2,2.9,63.4,71.4,61.3,43.9,1.1,1.5,4.2,4.2,1026.9,3,14
21,6.6,6.7,3.9,2.9,71.2,66.2,51.8,36.0,1.3,1.0,2.5,2.5,1027.0,3,17
24,1.3,6.3,4.1,2.6,89.3,67.0,39.4,29.9,2.5,1.7,1.5,1.5,1026.9,3,20
27,-0.1,6.1,4.2,3.0,92.6,67.4,30.9,20.1,5.2,5.6,3.4,3.4,1026.3,3,23
30,-0.4,5.7,4.6,4.4,93.8,68.6,22.9,9.7,6.3,7.3,6.4,6.4,1024.8,4,2
33,-1.0,4.6,5.3,5.4,95.0,73.6,19.8,7.3,6.2,7.6,7.3,7.3,1023.3,4,5
36,0.2,4.3,6.0,6.1,94.9,70.3,21.4,9.2,6.4,7.8,6.8,6.8,1024.3,4,8
39,7.8,5.6,7.0,7.1,68.7,68.5,22.5,10.0,4.5,5.4,4.9,4.9,1023.8,4,11
42,12.2,10.3,7.7,8.2,47.3,49.1,27.1,8.4,4.0,4.3,4.0,4.0,1020.4,4,14
