fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,2.8,4.7,1.3,-0.4,83.5,67.6,78.7,80.4,2.6,4.0,3.5,3.5,1034.6
3,1.4,4.5,1.3,-0.2,87.9,65.8,73.7,69.8,4.3,4.1,2.0,2.0,1035.3
6,1.2,4.1,1.2,-0.3,87.7,64.5,71.5,68.6,3.4,4.8,2.2,2.2,1034.3
9,-0.6,3.5,1.0,-0.4,91.7,67.4,73.1,70.4,2.4,4.9,1.9,1.9,1033.6
12,-0.0,3.2,0.9,-0.4,91.8,71.0,73.4,64.5,1.8,4.3,2.7,2.7,1034.6
15,7.0,3.7,1.0,-0.3,63.2,73.3,73.7,62.8,2.0,3.1,3.3,3.3,1034.6
18,9.5,6.5,2.4,0.4,49.3,55.4,68.6,71.9,2.1,2.4,2.6,2.6,1031.4
21,6.4,6.9,3.0,1.2,62.8,51.7,63.2,63.3,2.2,3.2,4.1,4.1,1030.8
24,2.8,6.4,2.7,1.6,74.2,50.5,59.1,44.1,2.8,5.6,5.1,5.1,1030.9
27,1.1,5.8,2.7,2.3,78.6,48.0,52.0,33.4,3.3,6.8,6.8,6.8,1031.0
30,-0.2,5.1,3.1,2.9,82.1,51.6,46.7,30.9,3.8,7.0,5.4,5.4,1030.9
33,-0.9,4.3,3.8,3.4,85.5,60.1,39.3,27.7,3.3,6.4,4.6,4.6,1030.0
36,0.1,3.7,4.1,3.6,86.1,65.7,36.7,27.8,2.2,6.3,4.7,4.7,1031.2
39,7.5,4.4,4.2,3.7,58.9,66.5,38.1,30.1,2.2,4.3,6.1,6.1,1031.0
42,10.9,8.3,4.3,3.8,42.7,46.4,51.9,33.6,2.6,3.9,5.0,5.0,1027.7
