fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,0.3,-1.7,-5.5,-6.9,72.5,79.8,98.7,99.4,7.9,8.8,10.2,10.2,1028.9
3,-0.5,-2.7,-6.5,-7.9,69.1,77.0,97.2,97.8,9.1,10.0,11.5,11.5,1029.8
6,-1.9,-4.1,-7.5,-8.8,78.3,87.3,96.7,94.1,8.7,10.0,14.1,14.1,1031.8
9,-2.9,-5.1,-8.6,-9.6,76.2,85.2,97.5,91.0,7.4,8.4,10.7,10.7,1030.8
12,-3.6,-6.0,-9.7,-10.4,67.2,76.5,92.4,76.3,7.5,8.4,10.9,10.9,1032.8
15,-2.3,-5.4,-9.4,-10.4,53.1,62.5,81.9,60.1,5.7,6.5,7.7,7.7,1033.6
18,0.3,-2.9,-7.0,-9.0,42.6,48.5,63.8,68.9,5.4,6.0,6.8,6.8,1030.7
21,-0.3,-2.0,-5.9,-7.8,42.2,41.6,52.0,56.0,5.2,6.3,7.1,7.1,1030.9
24,-1.6,-2.4,-6.1,-7.9,46.4,37.3,41.7,42.5,5.0,7.0,7.6,7.6,1031.8
27,-3.1,-2.8,-6.3,-8.0,50.9,34.4,35.5,35.8,5.3,7.4,8.1,8.1,1032.6
30,-4.5,-3.3,-6.4,-8.0,58.1,32.3,33.3,35.2,4.3,6.1,7.8,7.8,1033.1
33,-5.3,-3.6,-6.6,-8.1,63.3,31.6,33.2,35.5,2.5,4.4,6.3,6.3,1032.7
36,-4.7,-3.9,-6.9,-8.4,61.4,31.5,32.4,32.4,1.8,3.3,4.8,4.8,1033.9
39,0.6,-2.8,-6.8,-8.4,27.6,30.4,37.8,31.8,1.6,2.1,2.8,2.8,1034.2
42,2.3,-0.8,-4.9,-6.9,25.8,27.0,34.8,38.8,1.8,2.1,2.4,2.4,1030.8
