fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,11.2,12.0,8.2,6.2,69.9,53.1,63.8,70.8,2.1,3.2,3.3,3.3,1028.2
3,11.0,11.6,8.2,6.3,71.1,54.9,63.2,69.1,2.3,4.5,4.2,4.2,1027.2
6,11.2,11.3,8.2,6.5,70.6,56.4,62.8,68.6,1.4,4.3,4.9,4.9,1026.1
9,11.0,10.8,8.2,6.6,73.6,61.7,63.8,68.9,0.9,2.6,4.5,4.5,1025.2
12,11.6,10.5,8.0,6.6,77.2,68.2,66.9,68.4,2.7,5.6,5.7,5.7,1024.9
15,14.6,12.2,8.3,7.0,63.5,67.8,73.7,70.0,2.9,3.4,3.5,3.5,1024.3
18,17.0,14.8,10.4,8.3,54.6,56.5,70.0,75.5,2.7,3.2,3.3,3.3,1021.4
21,15.5,15.1,11.1,9.4,66.9,56.8,68.2,65.8,1.4,2.9,3.0,3.0,1020.9
24,12.1,14.6,11.4,10.2,79.6,60.6,64.0,54.6,2.5,4.2,3.7,3.7,1021.9
27,11.4,14.3,11.8,10.4,83.9,62.8,58.7,57.8,0.4,2.2,1.7,1.7,1022.8
30,10.9,13.9,11.7,10.0,86.7,64.7,61.5,66.0,0.1,1.5,2.6,2.6,1022.9
33,9.6,13.2,11.2,9.5,92.8,68.2,65.2,71.7,1.8,1.5,4.4,4.4,1023.4
36,12.8,12.9,10.9,9.3,83.9,69.8,67.4,73.0,1.3,4.2,5.2,5.2,1025.3
39,17.8,15.0,10.9,9.1,59.5,64.0,75.2,77.7,2.7,3.8,5.2,5.2,1025.2
42,17.8,15.9,11.7,9.6,55.8,57.1,70.4,77.5,4.0,5.5,5.9,5.9,1023.0
