fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,4.4,7.0,3.1,1.5,54.7,33.7,40.3,34.3,3.7,7.6,6.7,6.7,1035.9,57,20
3,2.7,5.7,2.7,2.5,60.0,34.9,35.3,16.1,4.1,9.7,7.3,7.3,1035.9,57,23
6,0.9,4.0,3.3,3.3,69.0,45.1,23.4,13.3,3.4,9.6,7.3,7.3,1035.0,58,2
9,-0.3,2.8,3.9,3.8,78.9,58.2,24.1,14.2,3.1,8.6,6.0,6.0,1033.5,58,5
12,1.7,2.3,4.4,4.4,78.4,60.9,24.2,13.1,4.2,9.0,6.3,6.3,1033.9,58,8
15,9.3,5.5,5.0,4.9,50.4,56.4,23.1,12.5,3.8,5.1,5.4,5.4,1033.3,58,11
18,13.2,10.0,5.9,5.0,37.3,38.3,43.5,23.9,3.8,4.4,4.7,4.7,1030.1,58,14
21,12.3,11.0,7.1,5.7,42.8,37.6,44.1,35.2,3.3,5.4,6.2,6.2,1028.3,58,17
24,6.7,10.1,7.4,6.9,63.4,44.8,42.9,29.2,3.7,8.1,6.4,6.4,1028.0,58,20
27,4.5,8.7,8.3,7.7,79.3,54.4,42.8,36.9,4.0,7.7,6.4,6.4,1027.8,58,23
30,2.7,8.4,8.8,8.1,88.8,55.5,43.2,35.1,3.6,5.2,5.5,5.5,1027.1,59,2
33,1.6,8.2,9.0,8.2,91.9,55.5,41.5,34.0,4.0,4.7,5.5,5.5,1025.8,59,5
36,4.2,8.6,9.2,8.2,84.3,52.0,39.1,33.6,3.9,5.1,4.7,4.7,1026.6,59,8
39,13.7,10.9,9.6,8.4,52.4,54.4,37.1,34.7,2.2,3.0,4.1,4.1,1026.1,59,11
42,16.5,14.3,10.2,8.4,39.9,40.6,47.5,46.9,0.7,1.3,2.4,2.4,1023.5,59,14
