fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,16.0,17.7,14.8,12.9,81.7,68.2,71.7,76.6,4.0,5.6,5.1,5.1,1023.5,304,20
3,15.1,16.9,14.4,12.7,85.8,72.2,72.4,76.4,4.2,6.1,6.1,6.1,1024.2,304,23
6,13.9,15.9,14.0,12.5,91.7,78.2,73.5,76.9,5.3,7.7,6.7,6.7,1023.5,305,2
9,12.9,14.6,13.5,12.0,94.7,85.6,74.3,74.3,4.1,7.2,7.6,7.6,1023.1,305,5
12,14.6,13.8,12.8,11.3,88.3,86.7,73.2,74.0,3.7,7.3,9.5,9.5,1024.5,305,8
15,19.8,16.9,12.6,11.0,58.6,66.0,78.9,76.4,4.2,5.9,7.5,7.5,1024.5,305,11
18,21.6,19.3,14.9,12.7,46.1,49.0,60.7,67.9,5.5,6.9,7.7,7.7,1021.8,305,14
21,19.1,19.0,14.9,12.8,53.2,49.5,59.2,65.9,3.8,7.0,8.1,8.1,1021.7,305,17
24,15.8,17.2,14.3,12.3,65.4,55.8,62.0,68.0,5.2,8.7,9.3,9.3,1022.3,305,20
27,14.5,15.3,13.2,11.5,72.2,65.9,71.6,75.5,4.1,9.3,11.6,11.6,1022.5,305,23
30,12.8,13.2,12.1,10.6,85.5,81.2,74.6,75.3,3.7,8.6,10.1,10.1,1021.9,306,2
33,11.4,11.9,11.3,10.1,93.4,89.3,79.2,69.4,2.8,7.5,9.3,9.3,1021.5,306,5
36,13.0,11.5,10.2,9.6,85.2,90.1,90.1,74.3,2.9,6.4,8.8,8.8,1022.9,306,8
39,17.8,15.1,10.9,9.1,62.4,69.7,85.5,89.0,4.0,5.1,5.6,5.6,1022.2,306,11
42,19.9,17.7,13.3,11.1,52.5,56.6,70.8,79.5,3.3,4.4,5.2,5.2,1018.8,306,14
