fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,3.7,2.1,-0.1,-0.6,92.4,97.1,98.6,98.2,2.2,3.6,2.5,2.5,1025.3,54,20
3,3.3,1.9,-0.1,-0.7,94.0,97.9,97.7,97.8,2.2,2.5,1.3,1.3,1026.0,54,23
6,3.1,1.7,-0.4,-1.0,94.0,98.5,98.0,97.8,1.9,2.1,1.8,1.8,1026.3,55,2
9,3.0,1.4,-1.0,-1.4,93.4,98.6,98.7,96.7,3.5,4.0,4.0,4.0,1026.9,55,5
12,3.3,1.3,-1.3,-1.3,88.4,96.3,97.6,92.7,3.6,4.1,4.4,4.4,1029.4,55,8
15,6.0,3.0,-0.6,-0.8,73.3,83.9,98.9,88.1,3.2,3.4,3.2,3.2,1030.8,55,11
18,9.6,6.5,2.4,0.4,56.6,63.2,78.5,87.3,3.2,3.5,4.1,4.1,1029.4,55,14
21,10.2,8.4,4.4,2.4,52.7,53.2,65.1,72.7,3.9,4.0,5.2,5.2,1029.7,55,17
24,5.9,8.3,4.7,2.8,73.5,55.5,63.1,68.5,4.0,5.4,6.2,6.2,1031.7,55,20
27,4.1,7.7,4.7,2.8,83.0,59.5,62.9,67.9,2.9,6.2,6.8,6.8,1033.2,55,23
30,2.8,5.3,4.1,2.5,89.9,72.0,70.3,71.9,3.1,8.5,5.8,5.8,1034.5,56,2
33,1.8,2.7,3.0,1.9,94.0,85.4,66.5,75.6,4.1,10.0,7.8,7.8,1035.5,56,5
36,3.0,1.2,1.6,1.1,87.2,84.9,49.7,63.4,3.5,10.7,8.9,8.9,1038.4,56,8
39,7.6,3.4,-0.1,0.1,57.8,69.7,66.1,56.0,3.7,5.5,7.9,7.9,1040.2,56,11
42,10.3,6.4,2.2,0.2,47.1,53.8,67.8,75.0,4.8,5.2,6.1,6.1,1038.0,56,14
