fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,14.9,19.7,16.1,14.0,68.0,39.2,44.5,47.6,2.6,2.9,1.7,1.7,1022.1
3,12.8,19.1,15.8,13.9,78.0,42.1,44.9,46.6,3.5,3.4,3.7,3.7,1022.6
6,11.9,18.2,15.6,13.8,81.5,46.3,46.2,46.7,2.9,3.3,2.6,2.6,1021.7
9,10.9,17.4,15.4,13.7,86.3,50.1,46.7,46.1,2.9,3.0,1.4,1.4,1021.6
12,14.3,17.0,15.1,13.5,78.6,52.5,47.3,45.1,2.5,3.4,0.8,0.8,1022.5
15,21.5,19.2,15.3,13.7,49.3,51.2,53.2,46.1,2.5,2.7,2.7,2.7,1022.0
18,23.2,21.3,17.0,14.8,41.7,41.9,51.0,56.1,3.1,2.9,3.3,3.3,1019.2
21,20.0,21.4,17.4,15.3,62.3,44.8,52.8,57.4,2.4,3.2,4.2,4.2,1018.4
24,15.8,20.6,17.3,15.6,75.5,49.8,56.0,56.3,3.2,4.7,4.7,4.7,1018.7
27,14.2,19.8,17.5,16.1,84.8,55.5,55.7,55.8,3.6,4.5,4.7,4.7,1018.6
30,13.4,18.8,17.3,16.0,88.2,60.8,58.4,58.5,3.6,4.4,5.0,5.0,1018.4
33,12.8,17.9,17.2,16.0,90.1,65.1,58.1,55.8,2.4,3.2,4.1,4.1,1018.5
36,16.0,17.7,17.4,16.4,81.8,66.0,54.2,48.1,2.6,3.1,1.9,1.9,1019.5
39,23.1,20.9,18.0,17.0,54.9,57.7,49.2,40.6,2.0,2.0,1.6,1.6,1019.1
42,25.3,23.7,19.4,17.4,43.3,43.3,50.6,51.2,0.6,0.5,1.2,1.2,1016.5
