fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,17.2,18.6,17.7,16.3,45.2,40.9,38.1,38.4,9.8,8.0,14.5,14.5,1009.9
3,15.8,17.2,17.8,16.5,52.8,47.5,37.7,37.3,8.0,7.7,11.6,11.6,1011.5
6,13.4,16.7,18.1,16.6,63.5,49.7,36.8,37.1,4.6,5.1,6.7,6.7,1012.8
9,11.8,16.8,17.9,16.2,71.6,49.4,38.5,40.5,2.6,3.5,3.9,3.9,1013.6
12,15.0,16.6,17.2,15.5,62.5,49.4,41.5,45.0,2.2,3.2,3.3,3.3,1016.3
15,21.1,18.6,14.3,13.0,41.0,44.9,54.0,56.0,7.6,7.3,7.9,7.9,1018.4
18,21.1,18.6,14.2,12.0,34.6,37.6,47.6,53.7,8.7,9.0,9.4,9.4,1019.0
21,17.5,16.1,11.9,10.0,33.1,34.3,42.9,48.8,9.0,10.3,11.8,11.8,1020.7
24,12.6,11.8,8.6,8.8,34.2,33.9,39.7,47.7,7.1,11.0,14.1,14.1,1023.2
27,9.9,8.8,6.4,8.2,34.9,35.0,36.1,46.7,5.6,10.2,14.4,14.4,1026.3
30,7.8,6.7,5.2,7.2,40.2,40.7,36.9,47.3,4.9,9.8,15.0,15.0,1026.8
33,6.8,5.7,4.1,6.1,45.0,46.0,42.4,53.5,4.6,9.5,15.6,15.6,1026.5
36,7.8,5.6,3.7,5.7,46.0,51.1,44.4,56.6,5.4,9.6,17.3,17.3,1027.2
39,12.3,9.1,4.8,6.1,39.5,45.8,55.1,58.7,5.6,8.5,11.8,11.8,1025.5
42,14.5,12.3,8.0,6.0,38.5,42.1,53.1,60.2,5.6,8.4,10.0,10.0,1023.2
