fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,15.5,18.5,15.2,13.6,80.0,62.0,69.1,71.4,3.2,6.0,5.9,5.9,1021.0,316,20
3,14.1,17.1,14.7,13.5,87.9,68.9,70.8,69.3,1.7,5.2,5.6,5.6,1021.6,316,23
6,12.8,16.3,14.5,13.8,92.6,73.2,69.9,62.5,2.1,4.6,4.6,4.6,1020.5,317,2
9,12.4,15.1,14.2,13.5,93.9,79.1,69.8,62.8,1.8,5.7,5.0,5.0,1020.4,317,5
12,14.2,14.4,14.1,13.4,88.2,81.2,67.3,58.9,2.4,6.5,7.0,7.0,1021.6,317,8
15,20.1,17.7,14.4,13.7,60.3,65.7,60.9,55.9,3.3,4.8,10.1,10.1,1021.3,317,11
18,21.9,20.1,15.7,13.8,50.7,52.3,64.1,65.5,4.1,5.8,7.3,7.3,1018.6,317,14
21,19.1,19.5,15.7,13.8,61.7,56.4,65.1,67.6,3.1,7.0,9.0,9.0,1018.7,317,17
24,17.0,17.4,15.1,14.0,70.6,66.6,66.1,60.7,4.1,8.8,13.6,13.6,1019.2,317,20
27,15.6,16.2,14.9,13.8,79.7,74.6,71.4,66.8,4.1,8.7,15.0,15.0,1018.8,317,23
30,14.5,14.9,14.2,13.9,87.0,83.2,73.4,62.7,3.4,7.8,13.5,13.5,1018.7,318,2
33,13.9,14.1,14.1,14.3,91.8,89.6,70.1,54.6,3.9,8.3,13.6,13.6,1018.0,318,5
36,15.2,14.0,13.9,14.2,86.8,90.4,78.5,64.6,4.2,8.2,13.4,13.4,1018.9,318,8
39,20.1,17.8,14.0,13.7,67.3,73.6,84.1,78.4,4.9,6.3,9.4,9.4,1019.0,318,11
42,22.4,20.8,16.3,14.6,60.0,62.9,77.9,80.4,4.6,6.2,7.7,7.7,1016.1,318,14
