fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,7.2,11.4,9.1,7.8,83.8,60.5,60.8,63.2,2.6,5.5,4.9,4.9,1020.8
3,6.3,11.0,9.5,8.0,89.0,64.6,61.2,63.6,2.8,5.3,4.3,4.3,1021.0
6,7.0,10.5,9.5,8.3,88.2,66.9,62.6,62.0,1.7,4.3,3.8,3.8,1021.3
9,7.3,10.0,9.4,8.5,88.2,70.0,63.4,61.3,1.6,3.9,1.9,1.9,1019.7
12,8.2,9.9,9.2,8.1,85.5,71.6,66.0,64.2,1.1,3.4,5.5,5.5,1020.8
15,13.0,11.2,9.4,8.4,66.3,69.7,66.5,64.8,2.2,3.0,4.7,4.7,1020.9
18,13.5,12.3,9.1,8.0,64.2,66.8,74.1,74.2,2.2,3.1,4.2,4.2,1018.7
21,11.5,11.4,8.9,7.9,79.2,73.3,77.6,80.5,1.4,4.0,4.2,4.2,1018.4
24,10.3,10.4,8.5,7.8,90.7,81.0,82.1,83.7,1.3,2.9,3.3,3.3,1019.3
27,9.9,10.0,8.6,8.3,93.0,85.1,83.5,82.1,1.2,1.5,0.7,0.7,1019.8
30,9.4,9.8,8.4,8.2,95.5,87.5,85.3,81.9,2.1,4.2,3.1,3.1,1020.1
33,9.3,9.2,7.7,7.2,95.9,91.6,88.3,84.2,1.8,4.6,5.0,5.0,1020.2
36,9.3,9.1,7.7,6.9,95.6,92.2,87.4,84.3,1.4,3.5,4.8,4.8,1021.9
39,11.1,9.4,7.4,6.5,88.2,92.3,89.8,87.2,2.2,4.1,5.3,5.3,1022.7
42,12.4,10.7,7.1,5.9,77.4,83.1,95.4,94.8,3.3,4.8,4.7,4.7,1021.9
