fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,18.9,20.7,17.0,14.9,75.3,56.5,64.7,70.6,3.3,3.6,4.1,4.1,1023.9,282,20
3,18.0,20.4,17.0,15.1,79.8,56.4,63.3,68.8,1.3,3.0,4.1,4.1,1024.3,282,23
6,16.9,20.0,16.9,14.9,84.3,58.0,62.7,68.0,3.3,3.8,5.5,5.5,1023.8,283,2
9,16.7,18.9,16.7,14.8,82.5,60.8,59.4,63.3,4.5,5.7,5.5,5.5,1023.6,283,5
12,17.5,17.7,16.8,14.8,76.9,62.8,51.9,55.9,4.2,5.8,4.3,4.3,1025.0,283,8
15,19.2,17.3,16.8,15.0,72.4,74.4,46.8,47.8,1.9,3.7,3.0,3.0,1025.0,283,11
18,20.7,18.8,16.3,14.9,67.2,70.3,50.6,43.9,3.0,3.2,3.7,3.7,1022.7,283,14
21,20.0,19.2,15.4,14.0,69.4,65.5,69.3,55.9,3.4,4.0,4.8,4.8,1022.5,283,17
24,16.2,18.3,14.8,13.3,85.2,67.5,71.1,61.8,4.2,5.6,4.7,4.7,1023.6,283,20
27,14.5,17.4,14.3,12.9,90.5,68.3,71.3,63.7,3.5,5.9,4.3,4.3,1023.9,283,23
30,13.5,16.7,14.0,12.4,92.7,70.2,73.5,70.4,4.7,5.5,3.3,3.3,1023.9,284,2
33,12.8,15.6,13.6,11.9,94.4,77.5,75.4,74.8,3.5,5.8,3.4,3.4,1024.5,284,5
36,15.8,15.2,13.4,11.6,86.2,80.5,78.3,79.1,1.5,5.2,5.4,5.4,1025.7,284,8
39,20.9,18.0,13.7,11.7,61.0,65.2,78.3,83.5,2.9,3.9,4.8,4.8,1025.2,284,11
42,22.1,19.9,15.5,13.4,51.0,51.8,63.4,70.4,2.3,3.1,3.5,3.5,1023.0,284,14
