fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,25.1,27.9,26.8,25.2,73.3,59.5,48.5,48.1,2.2,4.5,8.9,8.9,1010.0,275,20
3,24.8,26.3,26.5,24.8,72.2,65.3,53.7,56.1,2.8,5.7,10.2,10.2,1010.4,275,23
6,24.0,25.2,26.7,25.2,78.2,72.9,52.7,53.2,3.2,5.5,9.9,9.9,1009.6,276,2
9,23.3,24.6,26.5,25.0,81.2,74.9,52.3,53.5,3.1,5.6,10.3,10.3,1010.3,276,5
12,26.3,25.6,26.3,25.0,71.5,71.2,53.9,54.0,3.8,5.5,10.9,10.9,1011.6,276,8
15,31.5,30.2,26.0,25.3,52.9,53.0,60.4,51.8,5.5,7.2,13.0,13.0,1011.4,276,11
18,33.1,32.3,27.7,25.9,50.3,49.3,59.2,60.8,5.6,7.2,10.0,10.0,1009.3,276,14
21,31.2,31.7,28.1,26.5,62.2,57.5,61.8,62.0,4.4,6.6,11.6,11.6,1009.8,276,17
24,28.1,30.1,28.6,26.9,72.5,62.9,56.4,56.1,3.6,6.5,12.2,12.2,1011.0,276,20
27,26.7,28.5,28.4,26.6,75.1,65.9,55.1,56.0,2.8,5.6,10.1,10.1,1011.8,276,23
30,25.5,27.2,28.3,26.6,75.7,66.9,50.3,51.0,3.0,5.7,10.4,10.4,1011.7,277,2
33,24.3,26.3,28.3,26.6,77.5,66.3,45.0,46.4,2.5,5.4,9.4,9.4,1012.2,277,5
36,26.8,26.2,27.9,26.5,67.7,64.3,42.5,43.9,3.2,5.4,10.2,10.2,1014.6,277,8
39,32.1,30.5,27.6,26.8,48.7,48.6,44.2,42.5,4.2,5.7,10.0,10.0,1014.7,277,11
42,33.7,32.6,28.1,26.9,44.8,43.4,51.9,47.4,4.6,6.0,7.5,7.5,1012.5,277,14
