fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,2.3,2.3,-1.1,-2.2,76.5,67.3,73.4,59.5,2.0,2.3,1.9,1.9,1034.9
3,1.2,2.1,-0.8,-1.4,82.0,67.7,68.9,39.5,1.8,1.9,1.6,1.6,1035.7
6,-0.8,1.8,-0.7,-1.3,88.4,68.7,62.3,37.9,3.1,2.3,1.3,1.3,1035.3
9,-2.2,1.4,-0.9,-1.6,89.8,68.1,57.5,36.1,2.6,3.5,2.6,2.6,1034.3
12,-1.2,0.9,-1.0,-1.8,85.2,66.2,47.8,32.7,2.8,3.7,4.0,4.0,1035.0
15,4.8,1.5,-1.1,-2.0,55.2,63.8,45.6,30.9,1.2,2.2,3.6,3.6,1035.7
18,6.5,3.5,-0.5,-2.1,43.2,48.7,57.1,46.6,0.6,1.5,2.5,2.5,1033.6
21,4.6,3.9,-0.0,-1.8,56.0,46.4,55.5,50.3,1.1,1.4,2.3,2.3,1034.2
24,2.1,3.5,-0.1,-1.6,65.4,48.2,55.0,42.9,0.4,2.8,3.0,3.0,1035.1
27,-0.4,3.1,-0.3,-1.4,77.6,51.7,55.9,38.9,2.3,3.2,2.5,2.5,1035.8
30,-1.1,2.7,-0.5,-1.6,81.3,55.6,58.0,40.1,1.2,2.5,2.0,2.0,1035.8
33,-2.3,2.2,-0.8,-1.8,85.6,57.8,58.8,41.5,1.6,2.5,2.0,2.0,1034.7
36,-1.1,1.9,-0.9,-1.4,82.0,57.4,56.8,32.6,1.4,3.9,3.4,3.4,1035.3
39,5.8,2.4,-0.9,-1.3,50.1,56.7,55.2,30.6,2.5,4.0,4.6,4.6,1035.3
42,7.7,4.6,0.5,-1.2,40.9,44.8,55.4,50.1,2.2,2.5,2.8,2.8,1033.3
