fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,9.6,7.8,4.2,3.3,73.9,79.7,86.7,74.1,3.7,4.1,3.8,3.8,1026.8
3,9.1,7.3,3.9,3.1,79.3,84.5,87.0,73.1,4.3,4.6,3.5,3.5,1026.8
6,8.6,6.9,3.6,2.9,80.3,86.4,85.9,73.1,4.3,4.6,4.2,4.2,1026.7
9,8.3,6.8,3.8,3.4,78.1,83.2,78.3,66.6,2.9,3.1,3.2,3.2,1025.4
12,8.7,6.8,3.8,3.5,75.1,81.8,77.3,64.2,2.6,2.6,1.8,1.8,1026.0
15,9.6,7.5,4.0,3.7,70.5,76.9,78.0,64.6,1.8,2.0,2.0,2.0,1025.6
18,9.9,8.1,4.4,4.1,69.1,73.7,81.1,61.2,0.4,0.6,1.1,1.1,1022.9
21,9.7,8.4,5.3,5.4,70.7,72.9,72.5,53.4,1.0,0.8,0.5,0.5,1022.2
24,8.7,8.2,6.0,6.2,78.6,75.3,63.4,51.2,1.3,1.2,0.7,0.7,1022.4
27,7.8,8.2,6.7,6.6,85.8,75.7,56.9,49.1,0.8,0.5,0.9,0.9,1021.8
30,6.3,8.0,6.9,6.8,93.5,76.9,55.4,49.7,1.3,0.9,1.4,1.4,1021.5
33,6.0,7.8,7.1,7.0,95.5,78.4,54.1,45.6,0.5,0.2,2.1,2.1,1020.4
36,7.1,7.7,6.9,6.8,93.5,79.0,52.9,40.2,0.6,0.3,1.9,1.9,1021.9
39,13.1,10.5,7.2,7.5,59.5,66.0,52.1,30.2,0.8,0.7,1.3,1.3,1022.1
42,15.7,13.6,9.4,7.9,44.6,46.9,55.3,45.1,0.2,0.2,0.9,0.9,1019.7
