fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,0.4,0.9,-2.7,-4.4,48.4,36.1,41.1,39.6,7.0,9.7,8.6,8.6,1033.6,356,20
3,-1.7,-0.9,-4.0,-5.6,57.3,41.0,43.4,44.3,5.6,8.1,7.1,7.1,1035.5,356,23
6,-2.8,-1.9,-4.5,-5.8,62.2,40.1,43.7,42.2,5.0,7.0,5.0,5.0,1035.6,357,2
9,-3.9,-2.4,-4.7,-5.9,67.0,41.0,45.9,42.8,4.0,6.1,3.8,3.8,1035.0,357,5
12,-2.8,-2.8,-4.8,-6.0,63.1,45.7,50.0,48.2,2.8,5.3,4.0,4.0,1035.4,357,8
15,2.2,-1.3,-4.7,-5.7,43.7,50.4,53.7,48.2,1.3,2.5,3.5,3.5,1034.5,357,11
18,4.4,1.4,-2.7,-4.6,37.6,42.1,53.5,54.7,1.4,2.1,2.8,2.8,1031.4,357,14
21,2.8,2.0,-1.9,-3.7,46.6,41.3,50.8,51.3,2.1,3.1,4.2,4.2,1030.5,357,17
24,0.7,1.9,-1.6,-3.3,58.6,42.8,52.1,55.4,2.2,4.5,5.4,5.4,1031.2,357,20
27,0.2,1.8,-1.4,-3.0,63.3,47.8,60.4,66.0,1.6,4.8,5.7,5.7,1031.5,357,23
30,0.8,1.7,-1.1,-2.7,63.5,53.1,65.6,69.8,2.9,5.4,5.3,5.3,1030.9,358,2
33,0.5,1.3,-1.1,-2.5,67.0,57.6,68.1,71.2,2.1,6.5,4.8,4.8,1030.1,358,5
36,1.3,1.1,-0.9,-2.2,65.9,62.5,69.5,69.9,1.9,5.6,5.4,5.4,1030.8,358,8
39,5.4,2.5,-0.6,-1.9,54.0,61.9,69.7,68.4,1.7,3.5,4.8,4.8,1031.3,358,11
42,6.9,4.4,0.4,-1.5,49.6,54.9,69.1,73.5,1.6,2.6,3.0,3.0,1028.7,358,14
