fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,8.7,9.8,7.0,5.8,81.6,72.9,81.2,83.8,6.9,7.2,8.5,8.5,1018.0,82,20
3,7.8,8.9,8.3,7.8,86.4,77.7,74.6,73.9,8.0,8.4,11.8,11.8,1017.7,82,23
6,6.6,8.2,8.2,8.2,90.7,81.8,75.6,69.6,6.8,6.8,12.8,12.8,1016.6,83,2
9,5.5,7.7,7.6,8.1,93.8,84.5,79.1,70.5,6.4,6.4,8.4,8.4,1016.0,83,5
12,8.7,7.8,7.9,8.7,86.3,86.3,77.7,68.5,6.9,7.1,10.0,10.0,1016.2,83,8
15,15.2,13.1,8.8,9.9,66.1,69.3,83.1,68.8,7.0,7.1,10.5,10.5,1015.4,83,11
18,18.5,17.1,12.5,10.4,60.0,60.5,75.3,82.5,7.7,7.6,9.6,9.6,1011.7,83,14
21,18.2,18.2,14.4,12.6,65.3,62.3,71.9,76.9,6.9,6.4,10.9,10.9,1008.9,83,17
24,14.9,16.4,15.4,14.3,79.9,72.6,70.5,73.6,6.3,5.6,10.2,10.2,1009.1,83,20
27,14.3,15.2,15.4,14.6,85.0,80.7,74.8,76.0,5.0,4.6,9.3,9.3,1008.8,83,23
30,13.8,14.5,14.9,14.5,92.4,89.7,81.5,81.7,6.1,4.6,9.6,9.6,1006.6,84,2
33,13.5,14.2,14.2,14.0,93.7,92.1,86.5,86.6,6.9,4.2,11.5,11.5,1004.9,84,5
36,14.2,14.6,14.2,13.8,93.6,92.1,87.7,89.9,5.8,3.6,11.3,11.3,1004.8,84,8
39,15.5,15.8,14.4,14.0,93.3,92.1,90.6,91.6,6.0,2.9,12.3,12.3,1004.1,84,11
42,17.7,17.6,14.8,13.9,89.8,89.0,93.2,92.9,3.3,2.8,6.2,6.2,1002.2,84,14
