fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,2.7,1.1,-1.0,-0.6,92.5,97.2,99.2,98.8,5.9,7.1,7.4,7.4,1027.0,19,20
3,1.7,0.2,-1.3,-0.9,95.9,97.4,97.9,98.4,6.5,7.9,6.7,6.7,1027.8,19,23
6,1.1,-0.3,-1.7,-1.4,96.2,97.1,98.4,99.1,5.8,7.0,7.4,7.4,1027.7,20,2
9,0.8,-0.7,-2.5,-2.4,94.9,96.7,98.5,99.2,7.0,9.2,8.6,8.6,1026.9,20,5
12,0.8,-0.9,-3.0,-3.2,89.3,94.5,97.2,98.0,5.4,7.1,8.6,8.6,1028.5,20,8
15,2.5,-0.1,-3.4,-3.5,73.0,82.5,97.5,96.8,5.9,7.1,6.5,6.5,1029.7,20,11
18,4.7,2.0,-1.9,-3.3,63.1,70.7,89.2,97.1,5.2,5.6,5.9,5.9,1026.7,20,14
21,4.3,2.6,-1.2,-2.6,65.0,69.6,87.0,95.4,5.3,6.0,7.4,7.4,1027.3,20,17
24,3.3,2.2,-1.2,-2.2,70.4,71.5,85.5,94.0,4.7,6.3,8.9,8.9,1028.7,20,20
27,2.9,1.9,-1.0,-2.3,72.1,71.6,82.3,91.0,4.4,6.2,8.1,8.1,1029.5,20,23
30,2.0,1.3,-0.8,-2.2,75.8,73.3,81.2,88.7,4.8,6.5,7.0,7.0,1030.2,21,2
33,0.8,0.1,-0.9,-2.4,80.8,79.9,80.4,87.4,5.0,6.7,6.3,6.3,1030.4,21,5
36,-0.1,-1.4,-1.4,-2.8,84.0,85.1,81.7,87.6,5.1,7.0,6.6,6.6,1032.6,21,8
39,3.2,-0.2,-2.2,-3.3,66.0,77.9,81.6,87.7,4.3,4.9,7.4,7.4,1033.8,21,11
42,5.4,2.2,-1.9,-3.7,56.4,64.3,81.3,87.6,5.2,5.6,6.0,6.0,1032.1,21,14
