fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,8.7,9.2,6.9,5.4,54.9,47.4,46.1,45.5,6.3,8.0,8.2,8.2,1023.3
3,7.3,7.1,5.7,4.4,57.8,54.4,49.4,52.5,6.5,9.5,10.2,10.2,1025.8
6,6.2,5.1,3.7,3.3,62.2,63.9,60.7,52.5,6.7,10.5,12.5,12.5,1026.2
9,5.3,3.8,1.7,1.4,71.9,76.7,83.5,78.1,6.8,9.6,12.8,12.8,1027.7
12,4.1,2.0,-0.0,-0.1,80.8,89.8,98.1,94.5,6.9,9.0,13.4,13.4,1030.4
15,4.5,1.8,-0.7,-0.9,74.8,86.2,99.0,99.0,6.8,8.1,9.4,9.4,1032.6
18,3.7,1.2,-1.5,-1.5,75.3,85.3,98.9,99.1,6.9,7.6,7.6,7.6,1031.5
21,2.1,-0.2,-1.6,-1.9,81.5,90.6,94.7,96.7,6.0,7.1,8.7,8.7,1033.3
24,1.6,-0.5,-2.2,-2.6,79.3,83.4,83.2,74.6,5.5,7.3,8.9,8.9,1035.5
27,0.7,-0.6,-2.4,-3.0,72.3,65.5,50.4,40.8,5.2,7.7,8.1,8.1,1036.6
30,-0.3,-0.7,-2.6,-3.8,68.6,55.0,35.4,34.4,5.2,8.9,12.5,12.5,1037.1
33,-0.1,-1.5,-4.0,-5.3,58.4,53.6,39.1,35.3,6.8,12.9,15.9,15.9,1037.1
36,-0.4,-2.9,-6.4,-7.5,39.3,39.7,36.2,30.9,8.7,12.1,15.6,15.6,1039.5
39,0.4,-3.5,-7.5,-9.6,26.2,28.3,37.1,41.7,8.7,10.4,11.2,11.2,1041.0
42,0.7,-3.0,-7.0,-9.1,24.4,25.6,33.8,39.4,7.3,9.4,10.1,10.1,1038.7
