fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,15.6,14.5,11.2,10.3,78.6,78.2,78.3,76.4,10.0,11.1,17.5,17.5,1021.8
3,14.3,13.1,10.1,9.1,85.1,84.6,81.4,74.9,5.5,7.2,11.5,11.5,1023.7
6,14.2,13.1,10.4,9.5,85.4,83.5,72.8,66.5,4.8,5.8,10.3,10.3,1023.6
9,13.9,13.0,10.7,9.5,84.4,81.5,67.5,67.7,4.7,6.1,8.7,8.7,1024.5
12,14.5,12.6,11.2,10.0,80.5,82.1,57.6,53.8,4.4,7.3,9.2,9.2,1026.3
15,18.9,15.9,11.6,9.9,45.6,49.4,57.6,46.7,5.5,6.0,7.4,7.4,1026.4
18,20.2,17.7,13.4,11.2,29.6,28.5,35.2,39.6,6.4,6.8,7.5,7.5,1024.9
21,17.4,17.3,13.2,11.0,37.7,28.8,32.8,36.4,5.8,6.5,7.5,7.5,1024.8
24,13.0,16.0,12.3,10.2,53.1,31.0,32.3,35.2,6.4,7.9,8.7,8.7,1026.2
27,10.9,14.7,11.4,9.4,63.7,34.3,33.9,34.6,5.6,7.5,7.9,7.9,1026.6
30,9.5,13.9,10.8,9.0,73.4,36.7,33.4,31.2,2.9,4.4,6.5,6.5,1026.7
33,9.4,13.2,10.5,8.8,75.2,38.0,32.8,30.7,1.3,2.7,5.0,5.0,1026.1
36,12.0,12.9,10.2,8.7,69.3,39.9,33.2,30.3,1.4,2.3,3.1,3.1,1027.8
39,17.7,14.8,10.6,8.8,36.1,37.1,42.3,37.5,1.0,1.1,1.7,1.7,1027.7
42,19.3,16.8,12.5,10.3,31.8,31.4,38.4,42.1,1.3,1.6,2.3,2.3,1024.8
