fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,11.3,14.1,11.1,9.3,62.9,40.1,39.5,42.8,2.0,5.7,4.0,4.0,1022.7
3,10.1,12.8,10.6,9.0,66.1,43.1,35.6,36.6,1.9,5.7,6.7,6.7,1023.2
6,8.4,12.4,10.5,8.8,73.4,42.8,35.8,38.2,2.6,5.3,6.0,6.0,1022.2
9,7.6,12.2,10.3,8.5,76.3,43.1,37.9,39.2,2.1,4.8,5.2,5.2,1021.4
12,9.4,11.8,10.2,8.4,72.2,43.6,39.7,42.1,1.4,3.3,4.9,4.9,1022.0
15,16.2,14.0,10.5,8.8,44.5,44.2,40.5,39.0,2.2,3.3,5.9,5.9,1021.5
18,18.0,16.4,12.1,9.9,35.7,33.6,41.0,45.8,3.6,4.8,5.9,5.9,1018.9
21,13.7,16.4,12.6,10.6,55.2,35.5,38.2,41.7,2.4,4.2,6.0,6.0,1018.9
24,10.6,14.9,12.4,10.5,64.9,41.3,37.6,37.2,2.4,5.4,6.7,6.7,1019.8
27,8.7,13.8,12.2,10.6,73.5,44.4,34.6,29.6,2.7,5.7,8.3,8.3,1021.0
30,7.3,13.2,12.3,10.7,77.6,43.6,31.1,28.5,2.7,6.1,9.7,9.7,1021.1
33,6.3,12.1,12.0,10.3,81.4,46.8,34.0,35.5,2.7,5.7,9.3,9.3,1021.3
36,8.7,11.9,11.7,10.1,75.9,46.2,35.3,38.7,1.5,3.6,7.1,7.1,1022.4
39,16.2,13.9,11.8,10.2,51.5,51.7,35.0,36.1,1.5,2.9,5.7,5.7,1022.2
42,18.6,16.9,12.6,10.6,41.0,39.5,47.3,49.2,1.4,2.3,3.7,3.7,1019.6
