fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,5.9,11.2,8.4,7.1,65.8,34.4,26.4,20.7,2.9,4.8,5.4,5.4,1026.7
3,4.9,10.6,8.3,6.9,70.3,35.4,24.1,20.3,1.3,3.1,4.0,4.0,1027.9
6,3.5,9.9,7.7,6.6,76.1,37.4,28.0,20.8,2.2,0.6,2.7,2.7,1028.0
9,3.4,9.5,7.7,6.5,76.2,38.1,25.7,20.5,1.0,1.2,2.4,2.4,1027.6
12,4.0,9.1,7.5,6.3,77.6,39.8,25.1,20.8,1.6,3.6,2.9,2.9,1029.1
15,12.4,9.8,8.1,6.6,45.7,44.2,20.5,19.9,1.1,2.5,2.9,2.9,1029.3
18,14.9,12.6,8.6,6.9,32.1,30.8,33.1,27.5,1.3,1.4,1.3,1.3,1026.7
21,10.0,12.7,8.8,7.1,51.5,29.9,32.9,30.5,1.9,2.6,2.7,2.7,1026.8
24,6.3,12.1,8.6,7.2,61.7,31.7,32.9,25.0,2.9,5.2,4.5,4.5,1027.6
27,4.9,11.3,8.4,7.2,67.7,34.0,32.6,22.4,2.7,6.9,5.2,5.2,1028.0
30,3.6,10.4,8.4,7.3,76.4,38.5,31.3,21.8,2.6,5.6,4.1,4.1,1027.4
33,2.8,9.2,8.3,7.1,82.7,43.7,32.0,24.5,2.1,3.8,3.0,3.0,1027.3
36,4.5,8.9,8.6,7.4,78.2,43.9,28.4,21.4,2.5,4.8,1.8,1.8,1028.2
39,11.8,9.1,8.7,7.5,54.4,55.5,29.6,22.2,1.8,3.1,2.4,2.4,1027.5
42,15.0,12.9,9.0,7.7,39.3,39.1,40.5,25.4,1.2,1.3,1.4,1.4,1024.8
