fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,18.8,20.3,20.4,18.9,63.2,58.8,32.0,30.0,8.2,8.2,7.0,7.0,1016.7,68,20
3,15.6,18.1,20.2,18.6,85.9,73.7,34.3,30.6,6.2,7.5,7.7,7.7,1017.8,68,23
6,14.1,17.2,19.9,18.4,90.9,75.2,30.4,29.4,4.9,6.1,5.8,5.8,1017.7,69,2
9,12.2,16.8,19.9,18.3,92.6,71.7,23.9,23.4,3.9,4.3,4.7,4.7,1016.8,69,5
12,14.8,16.6,19.8,18.2,81.8,66.0,19.5,19.2,5.5,6.1,5.6,5.6,1017.9,69,8
15,24.2,21.9,19.8,18.2,38.9,43.0,19.7,18.3,4.6,5.3,9.5,9.5,1017.8,69,11
18,27.1,25.4,20.9,18.6,20.9,20.4,24.6,26.9,6.8,6.8,7.4,7.4,1015.0,69,14
21,24.8,24.9,20.8,18.6,29.7,25.4,28.8,31.7,6.4,6.5,8.2,8.2,1014.0,69,17
24,19.6,22.5,20.2,18.5,46.7,36.6,31.4,32.7,6.8,7.1,10.7,10.7,1015.5,69,20
27,17.4,21.5,20.2,18.4,58.6,42.4,30.4,35.1,3.5,4.4,7.8,7.8,1016.6,69,23
30,16.2,20.7,19.9,18.3,66.9,47.6,32.6,32.6,3.5,3.8,5.9,5.9,1015.7,70,2
33,15.5,19.1,19.7,18.3,71.6,54.8,34.5,32.9,3.5,4.2,6.2,6.2,1014.9,70,5
36,16.7,17.9,18.1,16.8,69.6,59.5,47.0,45.0,4.8,5.0,7.6,7.6,1017.3,70,8
39,19.7,18.4,17.2,15.8,63.6,63.2,50.7,51.2,2.7,4.3,5.0,5.0,1018.6,70,11
42,20.4,18.9,16.1,14.8,59.9,63.3,59.8,59.5,1.4,1.8,2.6,2.6,1017.6,70,14
