fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,3.8,7.0,3.7,2.1,79.4,58.0,66.0,71.1,2.4,5.0,7.8,7.8,1025.3,12,20
3,3.6,3.7,1.4,0.4,79.8,74.9,71.7,64.8,4.8,10.9,13.0,13.0,1027.1,12,23
6,1.2,0.5,-0.9,-0.8,84.1,83.1,54.5,32.2,4.5,10.3,15.7,15.7,1029.0,13,2
9,-0.1,-1.0,-3.8,-4.0,81.2,80.6,74.0,46.9,3.9,9.1,12.9,12.9,1030.1,13,5
12,-0.9,-2.6,-4.0,-4.4,74.1,73.1,39.6,25.0,3.2,7.6,11.7,11.7,1032.6,13,8
15,2.5,-0.9,-4.8,-5.3,42.3,48.6,47.3,18.4,2.5,3.7,6.9,6.9,1033.0,13,11
18,4.6,1.5,-2.6,-4.7,30.4,32.2,41.0,45.5,2.2,3.1,3.4,3.4,1030.6,13,14
21,2.5,1.9,-2.1,-4.1,45.7,29.8,37.5,41.7,1.7,3.1,3.0,3.0,1029.6,13,17
24,-1.2,1.3,-2.4,-4.3,55.6,29.8,36.1,37.6,2.5,3.3,2.2,2.2,1030.2,13,20
27,-2.5,0.7,-2.7,-3.9,61.0,30.7,34.8,27.7,2.3,4.9,2.5,2.5,1030.0,13,23
30,-3.3,-0.1,-2.8,-3.5,62.6,32.8,33.3,22.5,2.3,6.3,3.0,3.0,1029.3,14,2
33,-3.6,-1.2,-3.0,-3.3,63.4,39.0,32.8,20.7,2.4,7.0,4.3,4.3,1028.1,14,5
36,-2.2,-2.2,-2.7,-1.9,60.6,49.4,29.1,11.6,3.4,8.3,6.2,6.2,1028.3,14,8
39,2.5,-0.2,-2.0,-1.6,49.5,55.0,27.5,12.8,3.2,4.8,8.0,8.0,1028.0,14,11
42,3.4,1.7,-1.0,-1.0,48.8,51.9,37.7,23.8,1.9,2.5,4.9,4.9,1025.1,14,14
