fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,4.8,8.0,4.6,2.9,90.4,71.2,80.9,80.9,5.3,6.0,5.2,5.2,1028.1,6,20
3,3.8,5.5,3.7,2.1,86.2,68.2,78.1,84.2,7.6,10.0,5.8,5.8,1029.3,6,23
6,1.8,3.0,2.9,1.7,79.9,68.1,70.6,65.1,6.0,8.8,4.7,4.7,1030.1,7,2
9,0.0,1.1,1.8,0.8,87.0,78.4,73.3,61.7,4.8,7.2,3.6,3.6,1030.6,7,5
12,-0.0,-0.3,0.9,0.3,88.4,83.7,74.8,55.4,3.6,8.1,4.0,4.0,1032.2,7,8
15,5.1,1.7,0.1,-0.1,62.5,73.6,71.5,50.9,2.5,4.4,5.1,5.1,1032.6,7,11
18,7.8,4.9,0.7,-0.8,49.5,55.6,69.4,60.6,2.4,3.7,4.2,4.2,1029.7,7,14
21,6.1,5.0,1.1,-0.4,51.6,49.6,60.3,52.0,2.7,5.3,5.4,5.4,1029.5,7,17
24,3.9,3.6,0.7,0.6,54.7,48.0,52.4,24.5,3.0,8.0,6.8,6.8,1029.7,7,20
27,2.8,2.4,1.1,1.9,54.6,49.5,40.8,15.4,3.2,8.1,6.7,6.7,1029.2,7,23
30,2.5,1.5,1.2,2.1,57.1,56.8,39.1,18.5,3.1,7.5,7.7,7.7,1027.9,8,2
33,1.8,0.7,1.8,2.9,66.3,67.8,38.3,19.9,3.3,7.5,8.0,8.0,1026.6,8,5
36,1.9,0.4,3.3,4.4,69.6,72.1,33.3,19.3,2.7,6.5,7.2,7.2,1026.9,8,8
39,4.1,1.8,4.8,5.3,64.6,71.6,31.7,24.6,2.4,3.6,3.8,3.8,1026.4,8,11
42,6.1,4.2,6.0,6.5,61.0,66.1,30.2,25.1,2.8,3.4,4.4,4.4,1022.7,8,14
