fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,13.0,18.1,14.7,12.9,69.0,38.0,39.5,37.6,2.3,3.1,3.2,3.2,1020.3,319,20
3,12.9,17.3,14.6,12.7,67.0,36.9,37.7,37.8,2.0,4.7,3.1,3.1,1021.2,319,23
6,12.5,16.1,14.3,12.6,65.6,40.5,36.0,35.9,2.3,6.2,3.7,3.7,1021.0,320,2
9,11.2,14.6,13.9,12.2,72.6,47.7,35.0,36.0,1.8,3.3,3.9,3.9,1021.7,320,5
12,11.6,14.3,13.4,11.7,74.4,48.0,36.5,38.8,2.0,4.9,5.0,5.0,1023.3,320,8
15,18.2,15.9,13.3,11.6,49.7,49.7,35.2,37.2,1.4,3.3,6.8,6.8,1023.4,320,11
18,20.0,18.2,13.9,11.8,38.4,36.5,44.5,47.3,3.0,4.1,5.0,5.0,1021.7,320,14
21,15.3,17.9,13.9,11.8,59.3,39.5,45.8,50.0,2.2,5.1,5.8,5.8,1022.2,320,17
24,12.9,16.5,13.4,11.5,66.3,46.0,48.9,50.0,2.4,7.3,7.2,7.2,1023.5,320,20
27,10.9,14.5,12.7,11.1,76.4,53.3,50.6,47.2,2.3,6.7,7.5,7.5,1024.4,320,23
30,9.8,13.5,12.2,11.0,80.2,55.1,55.2,43.4,1.8,6.0,6.1,6.1,1024.1,321,2
33,10.1,12.4,11.7,10.6,78.2,61.0,55.0,43.7,1.7,5.2,5.2,5.2,1023.9,321,5
36,11.3,12.0,11.6,10.7,75.8,67.4,47.6,37.2,2.0,5.7,6.4,6.4,1024.8,321,8
39,14.1,12.3,11.6,10.8,70.2,72.6,44.5,33.1,0.8,5.1,6.6,6.6,1024.0,321,11
42,15.8,14.1,12.0,11.4,64.5,68.1,40.1,28.9,1.7,2.2,3.9,3.9,1021.4,321,14
