fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,5.7,4.8,2.4,1.7,75.8,74.9,84.1,89.5,2.8,6.8,9.6,9.6,1024.2
3,5.4,4.6,3.1,2.9,83.0,82.1,87.3,90.0,3.0,7.3,10.1,10.1,1023.4
6,5.2,4.5,3.7,4.1,85.6,85.8,87.9,87.6,3.6,7.6,8.6,8.6,1021.7
9,4.7,4.4,4.3,4.9,89.3,88.7,88.7,87.0,2.3,6.4,6.6,6.6,1021.0
12,5.3,4.3,4.6,5.6,88.6,90.7,90.3,86.7,2.4,5.7,5.4,5.4,1021.5
15,6.9,5.3,4.7,5.9,82.9,89.2,91.7,87.7,2.8,4.2,4.7,4.7,1021.4
18,7.5,6.3,3.5,4.5,87.3,88.6,98.5,95.7,2.0,3.3,2.8,2.8,1019.2
21,7.0,6.3,3.7,4.3,93.6,92.0,98.8,97.9,2.9,5.6,5.2,5.2,1019.3
24,6.6,6.1,4.2,3.5,94.3,94.2,99.0,99.5,2.6,5.6,7.5,7.5,1020.4
27,6.5,6.0,4.8,4.3,95.8,96.6,99.4,98.7,3.1,6.6,8.5,8.5,1020.1
30,6.5,5.8,5.0,4.4,96.8,98.7,99.7,99.6,3.4,6.7,7.7,7.7,1020.0
33,6.4,5.6,4.7,4.4,96.7,98.9,99.8,99.9,3.8,7.1,8.5,8.5,1019.4
36,6.3,5.3,4.0,4.2,95.6,97.7,99.8,99.9,4.5,8.5,11.5,11.5,1021.2
39,6.6,5.3,3.2,3.7,93.5,96.6,100.0,100.0,4.7,8.3,13.3,13.3,1022.3
42,6.5,5.3,3.0,3.2,94.0,96.5,99.9,99.9,3.7,8.5,12.8,12.8,1020.5
