fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,4.8,4.0,0.5,-1.2,76.0,75.3,87.9,95.5,2.0,5.0,7.0,7.0,1024.5
3,4.3,3.9,0.8,-0.8,79.0,76.2,84.6,89.4,2.2,5.7,9.4,9.4,1024.3
6,3.7,3.6,1.0,-0.5,81.3,76.5,81.2,85.0,2.3,6.2,9.4,9.4,1023.8
9,3.4,3.2,0.8,-0.5,82.0,78.0,84.4,89.0,3.2,7.3,10.1,10.1,1023.6
12,3.7,2.6,0.6,-0.4,82.0,82.1,86.9,89.3,3.1,7.1,10.6,10.6,1025.3
15,4.4,2.6,0.3,-0.4,82.6,87.1,88.8,90.5,3.6,6.5,10.9,10.9,1025.8
18,4.7,3.1,0.1,-0.5,85.3,90.1,98.4,98.6,3.4,5.0,6.1,6.1,1023.7
21,4.2,2.9,0.1,-0.7,93.1,94.6,99.6,99.9,3.1,5.5,6.3,6.3,1024.2
24,3.9,2.7,0.3,-0.4,93.7,96.4,100.0,99.9,2.7,5.9,7.9,7.9,1025.4
27,4.0,2.8,0.5,-0.2,94.9,96.6,99.6,99.4,2.9,6.5,8.0,8.0,1026.0
30,3.9,2.9,0.8,0.2,94.5,97.2,99.6,99.6,2.9,6.6,8.5,8.5,1025.4
33,3.9,2.8,1.1,0.3,94.4,97.1,97.8,99.7,3.2,7.0,9.4,9.4,1024.3
36,4.2,3.0,1.4,0.5,92.3,94.2,94.5,98.6,2.7,6.4,9.8,9.8,1025.5
39,5.6,3.8,1.4,0.6,85.1,91.0,92.1,96.2,2.9,5.1,8.7,8.7,1025.5
42,6.0,4.6,1.2,0.4,85.8,86.2,96.1,98.0,3.0,5.2,6.4,6.4,1022.7
