fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,14.1,16.2,12.8,11.3,79.1,64.1,71.7,66.6,3.1,7.9,8.6,8.6,1020.9,298,20
3,12.7,14.7,12.5,11.2,84.6,70.3,76.9,73.0,2.7,7.0,9.5,9.5,1021.9,298,23
6,12.2,13.1,12.0,10.9,88.8,82.1,80.2,70.3,4.0,8.3,9.3,9.3,1021.3,299,2
9,11.8,12.5,11.7,11.1,92.7,86.1,79.8,66.5,3.8,7.2,10.7,10.7,1021.3,299,5
12,13.9,12.7,11.7,10.9,85.3,86.6,85.3,71.4,4.2,8.2,12.6,12.6,1022.7,299,8
15,19.2,16.7,12.5,10.7,64.6,69.9,85.0,84.6,5.0,7.0,8.6,8.6,1021.7,299,11
18,21.2,19.3,14.9,12.6,58.5,60.8,75.6,84.8,4.6,5.8,6.7,6.7,1019.2,299,14
21,19.5,19.6,15.6,13.4,67.0,62.2,73.6,82.1,3.5,6.0,8.4,8.4,1019.1,299,17
24,16.8,18.2,15.7,13.6,80.0,70.6,76.1,83.2,5.6,7.9,9.9,9.9,1019.8,299,20
27,16.0,16.5,15.3,13.9,85.8,81.6,81.4,83.7,5.5,8.3,10.1,10.1,1019.9,299,23
30,15.6,15.4,15.3,14.7,88.8,88.4,89.0,91.6,5.6,7.1,8.8,8.8,1018.7,300,2
33,15.7,15.1,15.3,15.2,91.0,91.5,96.0,98.7,6.4,7.2,10.1,10.1,1018.0,300,5
36,16.2,15.4,15.0,15.2,91.5,92.9,99.0,99.7,5.6,6.1,10.9,10.9,1019.0,300,8
39,17.7,16.5,14.8,15.5,88.6,91.8,99.6,99.2,5.5,5.8,9.4,9.4,1018.4,300,11
42,19.4,18.3,15.2,15.1,83.1,86.4,99.4,99.3,6.0,6.0,5.8,5.8,1015.7,300,14
