fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,10.7,14.2,11.5,9.8,57.9,34.1,36.6,36.2,2.6,4.7,9.2,9.2,1023.1
3,10.2,13.8,11.2,9.4,63.2,39.9,40.7,39.3,2.7,3.9,6.3,6.3,1024.1
6,9.2,13.0,10.4,8.8,70.7,43.0,41.8,38.9,0.7,2.1,2.9,2.9,1024.1
9,7.4,11.8,9.9,8.5,79.5,45.7,43.4,41.2,1.8,3.6,0.7,0.7,1023.6
12,10.2,11.2,9.9,9.1,67.3,44.4,43.1,34.4,3.5,6.9,2.8,2.8,1024.5
15,16.7,14.0,10.6,10.9,42.5,45.1,42.5,21.2,4.6,5.2,4.8,4.8,1023.5
18,18.9,16.8,12.5,11.9,39.0,39.6,46.6,26.6,4.3,4.8,5.0,5.0,1020.3
21,16.0,16.5,13.1,13.4,51.0,44.0,43.7,16.4,4.1,6.9,7.6,7.6,1019.5
24,13.4,14.3,14.0,14.6,58.6,50.8,28.5,11.0,4.8,9.0,10.4,10.4,1019.0
27,12.9,13.1,15.0,15.2,60.8,56.8,32.8,19.4,4.9,7.4,10.2,10.2,1018.9
30,12.2,12.9,16.4,16.2,65.9,58.8,31.7,22.8,3.9,5.8,7.5,7.5,1017.5
33,11.8,13.1,15.8,15.3,69.8,59.3,36.7,30.8,3.8,5.1,9.2,9.2,1017.1
36,13.3,13.7,15.5,14.7,70.0,58.8,40.3,36.7,5.5,6.1,5.9,5.9,1017.8
39,20.0,17.9,15.4,14.4,50.8,53.4,45.0,41.8,2.6,3.2,4.5,4.5,1017.6
42,22.3,20.8,16.5,14.5,41.4,41.9,50.8,51.8,1.0,1.3,1.5,1.5,1015.1
