fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,9.3,8.6,5.3,3.7,68.2,66.1,77.3,83.2,2.4,3.2,4.0,4.0,1022.9
3,8.3,8.2,5.3,3.9,75.8,70.9,80.2,83.2,2.0,4.5,5.4,5.4,1023.0
6,7.8,8.1,5.4,4.0,80.4,73.3,79.1,83.7,1.5,3.5,6.1,6.1,1021.8
9,7.5,7.7,5.4,4.0,81.4,75.3,79.5,83.2,2.3,5.4,7.0,7.0,1020.9
12,8.9,7.6,5.7,4.6,74.6,76.3,77.1,76.0,3.0,6.4,9.5,9.5,1021.8
15,13.3,10.6,6.3,5.0,52.9,59.0,71.7,71.2,5.1,6.5,8.8,8.8,1020.8
18,14.5,12.7,8.4,6.3,49.5,52.2,65.5,73.3,4.5,5.8,6.9,6.9,1017.3
21,13.7,12.8,8.6,6.6,51.9,52.8,65.6,73.3,4.3,5.5,6.3,6.3,1016.0
24,11.4,11.1,7.9,6.6,62.2,60.0,69.5,76.6,3.3,5.1,6.9,6.9,1016.6
27,9.7,9.4,7.8,7.3,77.8,75.0,81.1,85.8,3.1,5.3,7.0,7.0,1016.1
30,8.7,8.8,8.3,7.8,88.0,83.8,85.2,87.8,2.2,3.2,4.8,4.8,1015.0
33,7.2,8.4,8.3,7.7,94.8,88.6,87.5,88.1,1.7,3.5,2.9,2.9,1013.6
36,9.6,8.5,8.2,7.5,88.4,91.0,88.7,88.5,2.5,3.2,1.5,1.5,1014.7
39,15.5,13.5,9.2,7.3,64.9,69.9,86.6,95.2,2.0,2.0,1.8,1.8,1014.1
42,17.8,16.4,12.1,10.0,59.0,61.3,75.6,83.8,2.0,2.4,3.1,3.1,1010.8
