fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,-0.4,-2.1,-4.3,-4.5,91.4,95.6,96.8,95.3,5.9,8.6,10.7,10.7,1029.1,33,20
3,-0.5,-2.2,-4.1,-4.6,93.6,97.4,99.3,99.1,5.2,6.9,8.2,8.2,1030.8,33,23
6,-0.5,-2.2,-3.9,-4.2,94.4,97.7,98.9,99.2,5.2,6.9,7.8,7.8,1030.1,34,2
9,-0.7,-2.4,-3.8,-4.1,93.7,97.2,97.7,99.3,5.7,9.1,8.5,8.5,1029.4,34,5
12,-0.7,-2.5,-3.5,-3.8,91.7,97.4,94.7,98.5,5.3,7.9,9.4,9.4,1029.9,34,8
15,-0.2,-2.3,-3.4,-3.5,91.6,96.4,95.3,95.3,6.4,7.0,7.6,7.6,1031.3,34,11
18,0.5,-1.6,-3.6,-3.5,87.1,94.2,97.7,97.4,6.1,6.6,6.1,6.1,1029.4,34,14
21,-0.2,-2.1,-3.6,-3.5,88.6,95.4,97.3,97.5,5.7,6.5,7.0,7.0,1029.5,34,17
24,-0.9,-2.7,-3.6,-3.6,89.1,95.4,95.9,97.4,4.6,5.8,7.0,7.0,1030.8,34,20
27,-1.1,-2.8,-3.5,-3.5,88.6,94.4,95.8,97.6,4.5,6.1,7.9,7.9,1029.9,34,23
30,-1.1,-2.6,-3.3,-3.5,90.9,94.2,95.0,97.4,4.5,6.0,8.3,8.3,1028.6,35,2
33,-1.1,-2.5,-3.4,-3.4,94.5,96.5,97.7,98.1,5.0,6.4,8.4,8.4,1027.1,35,5
36,-1.2,-2.6,-3.3,-3.1,95.6,97.5,98.3,98.4,5.3,7.3,9.3,9.3,1027.9,35,8
39,-0.9,-2.3,-3.1,-3.0,95.3,97.5,99.0,99.2,5.6,7.7,10.5,10.5,1027.0,35,11
42,-0.5,-1.8,-3.2,-3.2,94.6,97.2,98.8,99.6,6.0,6.9,8.6,8.6,1024.2,35,14
