fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,8.5,8.9,5.8,4.2,89.0,81.7,90.1,92.0,2.7,2.8,0.5,0.5,1021.6,343,20
3,7.2,8.4,5.6,4.3,94.3,86.3,89.7,88.4,4.9,5.3,3.5,3.5,1022.5,343,23
6,6.2,7.8,5.9,4.7,96.2,89.5,83.7,79.5,3.4,3.9,4.5,4.5,1022.5,344,2
9,4.9,7.2,5.8,4.7,98.6,93.1,82.5,78.0,2.5,4.2,4.7,4.7,1021.6,344,5
12,6.3,6.2,5.0,4.0,96.3,96.6,89.7,86.4,4.3,6.8,8.7,8.7,1023.9,344,8
15,10.6,8.2,4.8,3.9,75.6,83.9,94.3,88.4,4.8,5.4,5.7,5.7,1024.2,344,11
18,11.5,9.7,5.6,3.6,65.2,69.5,85.5,94.6,6.2,6.9,7.6,7.6,1022.5,344,14
21,10.0,8.8,4.8,2.8,66.2,68.7,83.7,91.9,7.8,8.7,10.2,10.2,1024.2,344,17
24,7.2,6.2,2.8,1.3,68.3,68.0,75.9,84.1,8.2,9.9,11.6,11.6,1026.6,344,20
27,4.2,3.3,0.8,-0.3,59.5,57.5,63.1,72.4,8.2,10.4,12.3,12.3,1028.8,344,23
30,2.3,1.7,-0.7,-1.4,59.7,56.9,62.3,62.6,6.9,9.4,10.5,10.5,1029.0,345,2
33,0.6,-0.0,-1.9,-1.9,68.0,67.2,69.0,48.1,6.7,8.9,7.5,7.5,1029.5,345,5
36,0.3,-1.2,-2.3,-2.3,74.5,75.4,73.8,45.3,5.1,7.7,7.2,7.2,1030.7,345,8
39,4.4,1.2,-2.3,-2.5,60.7,69.6,77.5,51.8,3.6,4.3,6.5,6.5,1030.1,345,11
42,6.6,3.8,-0.4,-2.4,52.6,58.0,73.6,78.9,3.6,4.0,4.5,4.5,1027.4,345,14
