fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,-0.8,-3.1,-6.7,-7.5,39.5,43.1,51.0,37.3,3.3,6.0,6.3,6.3,1036.6
3,-0.9,-3.3,-6.5,-6.4,39.1,43.8,46.3,23.7,4.2,6.6,7.9,7.9,1036.3
6,-1.1,-3.4,-6.3,-6.0,43.2,48.9,48.7,28.8,3.4,5.8,8.1,8.1,1034.8
9,-1.4,-3.7,-6.3,-6.2,52.7,60.1,61.3,46.5,3.5,5.7,7.9,7.9,1033.6
12,-1.4,-3.7,-6.1,-6.5,62.5,71.9,77.4,63.2,3.1,5.4,8.7,8.7,1033.8
15,-0.8,-3.3,-5.7,-6.7,69.9,81.2,89.7,81.9,3.3,4.3,7.5,7.5,1034.5
18,-0.3,-2.7,-5.3,-6.0,77.6,88.1,98.2,97.0,2.8,3.7,6.6,6.6,1031.2
21,-0.3,-2.4,-4.8,-5.5,82.1,91.8,99.3,99.4,3.0,3.6,4.4,4.4,1031.3
24,-0.3,-2.3,-4.4,-5.2,84.8,94.6,99.6,99.6,3.2,3.7,4.1,4.1,1032.3
27,-0.2,-2.2,-4.1,-5.0,85.4,95.5,99.6,99.7,2.8,3.0,3.2,3.2,1032.4
30,-0.2,-2.2,-3.9,-4.9,85.8,96.1,99.5,99.7,3.6,4.0,1.8,1.8,1032.3
33,-0.2,-2.2,-3.6,-4.5,86.2,96.1,99.1,99.7,2.5,2.8,2.1,2.1,1030.9
36,0.2,-2.0,-3.3,-4.2,84.6,95.5,99.0,99.8,2.5,2.7,2.2,2.2,1032.4
39,1.9,-0.9,-3.3,-4.0,77.4,89.7,98.4,99.8,3.6,4.1,2.9,2.9,1033.6
42,3.1,0.5,-3.1,-3.9,72.2,82.0,98.6,99.0,3.7,4.0,3.6,3.6,1031.7
