fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,0.8,-1.5,-5.2,-6.5,76.7,84.1,98.9,97.5,7.8,10.6,12.7,12.7,1034.5
3,-0.5,-3.0,-6.5,-7.3,76.3,85.0,91.4,84.7,8.1,10.6,15.2,15.2,1036.6
6,-1.2,-3.5,-7.3,-8.7,68.3,75.8,83.9,76.1,7.6,9.9,13.4,13.4,1036.7
9,-2.0,-4.2,-7.7,-9.1,66.0,73.3,78.7,81.8,6.9,8.5,12.2,12.2,1036.6
12,-2.1,-4.8,-8.4,-9.9,67.2,77.4,87.1,84.0,5.8,7.5,10.7,10.7,1038.9
15,-0.4,-4.0,-7.9,-9.8,52.7,62.5,80.9,80.8,5.7,7.0,7.3,7.3,1039.7
18,1.2,-2.3,-6.3,-8.4,40.2,45.9,60.3,69.5,5.1,6.1,6.8,6.8,1037.0
21,-0.3,-1.8,-5.8,-7.8,44.2,42.3,53.6,60.3,4.5,6.1,6.8,6.8,1037.6
24,-2.7,-2.7,-6.4,-8.4,55.6,42.9,51.4,57.8,5.4,7.5,7.5,7.5,1038.7
27,-3.8,-4.1,-7.2,-8.9,58.7,44.5,46.7,53.1,4.3,6.0,5.3,5.3,1040.4
30,-5.0,-5.7,-8.0,-9.3,54.8,38.0,36.2,41.8,3.8,6.0,5.3,5.3,1041.2
33,-5.7,-6.9,-8.7,-9.8,46.7,30.7,23.1,26.4,3.8,6.9,7.6,7.6,1039.8
36,-5.3,-7.5,-8.9,-9.7,41.1,29.3,15.7,15.8,2.5,5.4,6.0,6.0,1040.9
39,-1.6,-5.5,-8.6,-9.1,26.6,29.4,19.0,13.1,2.2,3.1,5.5,5.5,1040.7
42,0.3,-3.1,-7.1,-8.6,26.5,27.8,34.7,24.5,2.4,3.1,3.7,3.7,1036.4
