fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,0.9,4.5,1.3,0.2,50.6,26.0,25.8,20.6,0.6,3.1,6.5,6.5,1031.0
3,-1.0,4.3,1.5,0.4,60.6,26.9,24.8,20.9,2.5,3.2,6.0,6.0,1031.2
6,-1.9,4.1,1.6,0.4,67.9,28.9,24.4,19.9,2.0,1.8,2.9,2.9,1030.0
9,-2.4,3.9,1.6,0.3,74.2,33.4,24.3,21.0,4.0,3.9,0.4,0.4,1028.9
12,-1.0,4.0,1.9,0.6,74.9,35.8,22.3,18.3,4.5,5.0,3.5,3.5,1028.9
15,7.2,4.6,2.7,1.6,44.5,41.6,21.0,15.8,3.0,4.7,4.3,4.3,1029.1
18,10.2,7.8,4.0,3.3,29.2,29.7,30.2,16.5,3.1,3.4,4.0,4.0,1025.7
21,6.1,8.3,4.9,4.0,45.3,29.6,29.9,20.2,4.3,5.7,6.8,6.8,1024.1
24,2.9,7.7,5.9,5.4,52.6,28.0,21.2,15.5,5.6,7.2,6.8,6.8,1024.2
27,1.0,7.0,6.6,5.8,59.3,29.0,19.8,16.9,4.9,6.3,8.6,8.6,1023.8
30,-0.5,6.5,6.8,5.7,67.4,31.1,22.1,18.3,4.7,6.0,7.4,7.4,1023.0
33,-1.1,5.8,6.2,5.1,73.2,33.8,21.6,18.4,0.6,3.6,5.8,5.8,1022.3
36,0.1,5.9,6.0,4.9,71.2,31.6,18.0,14.9,1.7,3.8,6.0,6.0,1023.9
39,9.0,6.9,6.2,5.0,39.6,35.6,19.2,17.1,1.2,3.0,7.2,7.2,1024.1
42,12.2,10.3,6.4,4.6,27.3,27.2,29.0,26.9,3.1,4.7,7.0,7.0,1021.5
