fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,15.3,18.4,16.1,14.9,81.2,63.3,63.5,59.3,5.7,6.0,5.1,5.1,1016.8
3,14.5,16.5,16.1,15.4,91.0,81.7,70.2,62.5,5.5,6.0,6.9,6.9,1017.6
6,13.7,15.9,16.1,15.6,95.4,87.5,75.1,70.4,4.8,4.9,4.8,4.8,1016.9
9,13.5,15.4,15.6,14.8,97.1,90.4,77.9,76.4,3.4,3.7,2.7,2.7,1016.5
12,15.2,15.2,15.3,14.4,93.4,92.0,80.4,77.1,4.1,4.4,4.4,4.4,1017.8
15,18.0,16.4,14.1,13.0,84.0,89.1,88.2,87.4,2.0,2.5,3.5,3.5,1018.8
18,17.6,16.7,13.5,12.2,86.8,86.5,84.7,84.6,5.9,6.3,9.4,9.4,1017.5
21,16.2,15.6,12.7,11.7,87.0,84.6,80.9,76.8,6.4,8.2,12.1,12.1,1019.2
24,15.2,14.4,11.5,10.4,86.3,85.7,88.5,88.5,6.3,8.5,12.9,12.9,1021.8
27,14.0,12.9,9.7,9.3,83.8,86.6,96.9,95.5,7.9,10.3,15.4,15.4,1023.0
30,12.8,11.3,8.2,7.9,74.2,79.1,93.0,97.8,8.1,9.8,16.8,16.8,1024.3
33,11.3,9.6,6.8,6.8,66.9,72.4,87.0,90.1,7.6,9.3,17.2,17.2,1025.6
36,10.6,8.5,5.6,6.1,64.2,70.5,84.1,74.4,6.4,9.1,16.4,16.4,1028.2
39,12.5,9.9,5.8,5.1,60.5,67.7,84.7,76.4,4.7,6.4,9.0,9.0,1028.8
42,14.3,11.9,7.6,5.4,54.7,59.8,75.2,84.6,5.5,7.2,8.0,8.0,1026.9
