fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,14.3,17.4,18.2,17.3,71.3,56.7,33.5,24.3,8.8,8.6,13.5,13.5,1015.5,325,20
3,13.0,16.5,17.5,16.5,76.5,59.6,38.9,31.6,8.4,8.4,13.7,13.7,1016.2,325,23
6,11.6,15.4,17.5,16.8,82.2,63.6,33.5,24.9,7.6,7.5,11.6,11.6,1015.4,326,2
9,10.3,14.8,17.7,16.8,87.1,65.5,31.4,25.4,5.5,5.7,5.8,5.8,1014.8,326,5
12,12.5,15.0,17.6,16.5,78.6,61.9,33.5,33.6,3.8,4.4,6.7,6.7,1016.2,326,8
15,19.6,18.1,17.5,16.0,53.5,54.9,39.5,44.3,1.6,2.3,8.1,8.1,1016.1,326,11
18,21.5,20.6,17.4,15.9,48.9,48.9,46.8,48.7,1.8,2.4,7.0,7.0,1013.7,326,14
21,18.1,20.2,17.3,15.6,67.0,54.0,53.6,53.9,2.3,2.9,5.1,5.1,1014.0,326,17
24,14.3,19.1,16.8,15.1,83.6,57.9,54.9,56.5,2.2,2.5,4.8,4.8,1015.6,326,20
27,12.4,17.9,16.0,14.6,88.5,61.5,55.4,56.7,2.7,3.2,4.0,4.0,1016.6,326,23
30,10.9,16.2,15.2,14.0,92.4,66.1,54.2,51.8,4.1,4.7,5.7,5.7,1018.0,327,2
33,10.1,14.3,14.3,13.5,93.9,71.3,51.4,41.3,4.3,5.4,8.0,8.0,1019.0,327,5
36,11.0,12.5,13.4,12.3,86.5,67.7,41.2,35.4,4.6,6.1,11.3,11.3,1021.9,327,8
39,15.6,12.9,9.9,9.4,44.8,50.0,36.7,36.8,8.1,9.1,13.2,13.2,1023.9,327,11
42,15.3,13.0,8.7,6.6,26.2,26.7,33.3,34.3,8.9,9.8,11.2,11.2,1023.8,327,14
