fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,5.3,8.9,5.8,4.3,60.8,38.8,39.4,36.7,1.0,0.8,4.5,4.5,1027.6,1,20
3,3.0,8.5,5.8,4.2,69.7,38.6,36.4,35.6,0.9,1.8,5.5,5.5,1028.5,1,23
6,0.4,8.1,5.5,3.8,80.1,37.9,36.3,36.7,2.0,3.3,6.6,6.6,1029.1,2,2
9,-0.4,7.2,4.9,3.1,82.1,38.7,37.9,40.1,2.3,4.0,5.4,5.4,1028.8,2,5
12,0.2,5.9,3.9,2.4,82.2,45.4,43.2,44.0,1.6,4.4,4.1,4.1,1030.5,2,8
15,8.4,5.4,3.3,2.2,52.2,57.1,48.1,45.4,1.9,5.3,4.8,4.8,1031.2,2,11
18,10.9,8.3,4.1,2.1,41.3,44.7,55.2,58.8,2.1,3.3,3.6,3.6,1028.1,2,14
21,7.7,8.4,4.5,2.5,54.0,43.6,53.2,57.1,2.0,4.0,4.3,4.3,1027.8,2,17
24,5.0,7.5,4.2,2.6,61.7,45.8,53.1,51.1,3.0,8.0,6.9,6.9,1027.6,2,20
27,3.2,6.2,4.2,3.2,69.6,51.4,52.1,44.7,2.6,8.2,7.9,7.9,1027.4,2,23
30,1.1,4.8,4.7,4.0,82.5,61.3,49.0,39.6,2.2,6.3,6.3,6.3,1026.5,3,2
33,-0.1,3.9,5.5,5.0,90.1,69.6,43.1,34.8,2.3,5.3,2.8,2.8,1025.8,3,5
36,0.5,4.0,5.9,5.2,91.8,70.1,39.9,35.3,1.3,3.9,2.0,2.0,1027.3,3,8
39,8.4,5.7,6.6,5.8,62.0,65.9,36.2,30.7,0.9,1.3,2.1,2.1,1026.8,3,11
42,12.5,10.4,6.8,6.0,43.2,44.9,44.3,29.8,0.7,0.5,2.6,2.6,1023.9,3,14
