fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,4.3,3.7,0.6,0.0,84.6,79.6,90.8,94.8,1.3,2.7,3.2,3.2,1025.4,25,20
3,3.9,3.5,1.0,0.4,88.8,81.1,88.6,93.9,1.5,4.1,4.9,4.9,1025.7,25,23
6,3.2,3.3,1.1,0.4,90.1,82.2,85.5,91.7,1.8,4.4,5.8,5.8,1025.9,26,2
9,3.5,2.9,0.8,0.2,88.5,83.6,83.2,89.3,2.2,5.8,7.6,7.6,1024.8,26,5
12,3.6,2.3,0.4,-0.1,86.7,86.3,84.5,90.3,3.4,6.7,9.8,9.8,1026.3,26,8
15,3.4,1.6,-0.5,-0.9,88.6,93.1,87.5,92.4,3.9,6.6,12.2,12.2,1027.0,26,11
18,2.5,1.0,-1.0,-0.7,94.5,97.0,93.5,96.0,3.8,6.0,10.8,10.8,1024.8,26,14
21,2.1,0.9,-0.8,-1.2,97.8,99.8,98.3,98.6,4.1,6.9,11.1,11.1,1025.4,26,17
24,2.5,1.1,-0.3,-0.9,95.6,99.9,99.4,98.9,3.7,7.4,12.0,12.0,1026.6,26,20
27,2.9,1.6,-0.3,-0.7,95.0,99.3,99.5,98.4,3.5,7.4,11.9,11.9,1027.2,26,23
30,3.3,1.9,-0.1,-0.4,94.8,98.5,99.3,99.0,3.2,7.1,10.7,10.7,1027.2,27,2
33,3.3,1.9,-0.1,-0.4,94.4,98.0,99.6,99.8,3.7,7.4,9.7,9.7,1026.2,27,5
36,3.2,1.6,-0.2,-0.6,92.2,96.0,97.2,99.6,4.4,8.9,11.5,11.5,1028.0,27,8
39,3.0,1.1,-0.4,-0.5,92.2,96.0,94.1,98.4,4.0,8.8,13.5,13.5,1028.2,27,11
42,2.2,0.9,-0.9,-0.9,97.1,97.6,95.4,96.7,4.3,7.2,12.3,12.3,1027.2,27,14
