fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,8.6,8.4,6.8,6.7,96.3,96.2,98.9,98.3,2.8,2.9,0.8,0.8,1010.5,64,20
3,8.0,7.8,6.6,6.7,97.8,98.2,98.2,96.0,3.3,2.8,2.1,2.1,1011.4,64,23
6,7.7,7.4,6.3,6.8,97.7,98.9,97.1,91.4,4.2,3.6,4.2,4.2,1011.0,65,2
9,7.4,7.1,5.3,5.0,97.5,98.5,99.3,98.3,4.8,4.8,6.8,6.8,1011.2,65,5
12,7.4,6.8,4.8,4.5,95.1,96.6,98.9,97.8,6.6,6.0,10.1,10.1,1011.9,65,8
15,8.5,7.4,4.3,3.8,87.6,90.9,99.7,98.5,6.4,6.8,7.3,7.3,1013.5,65,11
18,10.1,9.1,5.1,3.8,77.4,80.2,98.3,99.8,7.7,7.8,8.5,8.5,1012.3,65,14
21,9.3,8.7,4.9,3.5,82.6,83.7,99.4,99.8,7.0,6.9,10.5,10.5,1013.7,65,17
24,8.0,7.4,4.0,2.8,87.4,88.3,99.6,99.7,7.2,7.2,10.7,10.7,1016.4,65,20
27,7.1,6.3,3.1,2.9,85.9,88.0,96.3,94.8,6.4,7.1,11.1,11.1,1018.4,65,23
30,6.4,5.6,2.7,2.9,80.7,80.7,79.3,79.7,6.0,6.8,11.8,11.8,1019.6,66,2
33,6.0,5.4,2.5,1.9,77.6,76.2,77.9,68.0,4.4,5.2,10.2,10.2,1019.6,66,5
36,6.2,5.1,2.5,2.4,78.2,78.5,64.5,56.0,4.5,5.2,8.0,8.0,1022.7,66,8
39,8.2,6.1,2.6,2.7,60.2,64.3,58.6,47.1,3.6,3.8,6.1,6.1,1023.8,66,11
42,11.2,8.7,4.6,2.9,47.8,49.2,58.7,57.5,2.7,3.0,3.7,3.7,1022.0,66,14
