fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,5.8,4.7,1.2,-0.4,67.9,70.4,81.5,86.5,5.1,8.9,11.2,11.2,1024.5
3,4.7,3.2,-0.2,-1.2,72.5,77.3,88.8,87.5,6.6,11.0,15.0,15.0,1025.8
6,2.8,1.1,-2.1,-2.8,81.3,87.1,97.0,94.1,6.7,10.9,15.4,15.4,1026.5
9,1.2,-0.3,-3.3,-4.1,84.3,87.4,90.3,87.2,5.6,10.3,17.1,17.1,1026.3
12,0.7,-1.1,-4.4,-5.2,72.9,77.6,81.4,80.4,6.4,11.1,18.4,18.4,1028.1
15,1.0,-1.2,-4.8,-5.8,64.9,72.0,83.7,84.0,6.7,9.7,17.0,17.0,1029.4
18,1.7,-0.4,-4.3,-6.0,64.8,70.7,87.6,94.9,6.9,10.9,12.8,12.8,1026.9
21,1.5,-0.2,-3.7,-5.3,73.3,78.9,90.2,94.7,4.6,8.3,11.6,11.6,1026.7
24,0.6,-1.0,-4.1,-5.3,84.0,88.0,93.2,93.9,4.8,8.5,12.9,12.9,1028.1
27,0.3,-1.3,-4.0,-4.9,86.8,91.0,95.8,94.5,4.6,8.9,12.9,12.9,1028.9
30,0.2,-1.2,-3.4,-4.1,87.4,91.8,96.3,94.8,4.3,8.8,13.1,13.1,1028.0
33,0.4,-1.0,-3.2,-3.7,87.6,92.6,98.4,96.4,4.5,8.3,12.7,12.7,1026.5
36,1.0,-0.7,-2.9,-3.4,86.7,92.7,98.3,97.2,4.5,8.7,13.2,13.2,1027.4
39,2.4,0.4,-2.2,-2.7,81.8,89.3,96.9,96.4,4.3,7.2,11.7,11.7,1027.6
42,2.6,1.0,-1.8,-2.7,89.5,92.7,98.6,99.4,3.3,6.4,8.5,8.5,1025.5
