fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,7.5,11.0,8.1,6.3,78.3,58.8,62.6,65.3,4.8,8.0,10.7,10.7,1027.8
3,5.7,9.3,6.8,5.1,86.4,66.5,68.4,63.6,4.8,9.8,10.5,10.5,1029.5
6,3.1,8.3,6.5,4.9,92.1,68.5,52.7,43.0,3.2,6.8,7.9,7.9,1029.8
9,1.6,8.1,6.0,4.3,92.7,63.4,46.7,42.8,3.2,7.8,6.8,6.8,1029.5
12,3.0,8.2,5.9,4.0,89.1,55.5,40.9,39.9,1.6,5.6,5.2,5.2,1031.0
15,11.6,8.7,6.2,4.5,58.4,58.9,36.7,32.4,1.7,2.1,4.3,4.3,1031.3
18,14.8,12.1,7.9,5.8,35.8,36.2,43.5,46.2,2.5,3.2,4.3,4.3,1028.3
21,12.9,13.0,9.0,7.0,54.1,34.4,39.6,41.3,2.7,1.7,3.5,3.5,1027.6
24,6.6,12.4,9.2,7.4,68.9,37.9,39.4,37.9,6.6,7.7,4.2,4.2,1028.2
27,5.1,12.1,9.6,7.9,75.5,40.0,37.6,37.4,7.0,9.1,7.4,7.4,1028.2
30,4.1,10.9,9.7,8.4,78.1,45.6,32.2,26.9,7.8,9.9,9.2,9.2,1027.0
33,3.0,9.8,9.7,8.9,81.6,47.8,26.2,17.3,7.4,9.4,8.8,8.8,1025.5
36,4.7,9.5,10.1,9.4,74.0,43.7,22.2,16.1,7.6,9.8,7.5,7.5,1026.5
39,13.7,11.1,10.8,10.3,49.2,48.9,17.5,12.0,6.7,8.1,10.2,10.2,1026.1
42,17.1,15.0,11.1,10.8,36.0,35.2,32.8,13.5,7.6,8.1,10.9,10.9,1023.1
