fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,1.6,4.5,1.1,-0.7,84.8,63.8,73.2,78.8,0.7,1.8,3.2,3.2,1030.2
3,0.6,4.1,1.0,-0.9,87.0,64.5,71.5,77.2,2.1,1.8,3.4,3.4,1031.1
6,-0.8,3.3,0.6,-1.2,90.8,66.3,69.8,75.9,2.3,3.9,5.1,5.1,1031.5
9,-1.3,1.4,-0.0,-1.6,90.8,69.4,67.4,71.9,2.7,7.2,4.9,4.9,1031.5
12,-0.7,-1.4,-1.2,-2.3,87.0,81.2,67.0,64.7,3.9,10.4,5.9,5.9,1033.8
15,4.3,0.6,-1.9,-2.6,57.0,67.4,63.8,50.0,4.0,6.2,6.9,6.9,1035.0
18,6.8,3.5,-0.6,-2.7,39.3,42.9,53.5,56.7,3.3,4.7,5.0,5.0,1032.5
21,5.7,3.8,-0.2,-2.2,36.7,33.6,41.9,46.3,2.9,5.1,5.3,5.3,1032.4
24,2.7,2.7,-0.9,-2.6,44.1,31.6,35.9,36.1,2.6,7.7,6.2,6.2,1033.6
27,-0.3,1.6,-1.4,-2.7,53.0,30.2,31.4,26.4,2.6,8.0,5.2,5.2,1034.1
30,-1.7,0.6,-2.0,-3.0,55.8,32.5,27.9,20.4,2.7,8.1,6.3,6.3,1033.6
33,-2.4,-0.2,-2.7,-3.8,61.1,36.8,32.0,23.7,2.5,8.3,6.8,6.8,1032.9
36,-0.8,-0.7,-3.1,-4.4,60.6,41.2,32.0,26.5,3.1,8.5,9.4,9.4,1034.0
39,2.8,-0.1,-3.1,-4.2,43.1,45.3,28.0,19.9,2.9,4.7,8.7,8.7,1034.6
42,3.8,1.3,-2.6,-3.4,36.5,37.5,42.8,19.7,3.5,5.2,7.3,7.3,1031.0
