fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,2.8,1.2,-0.8,-0.7,86.3,92.3,95.4,97.9,2.2,3.4,2.4,2.4,1025.7
3,1.9,0.9,-0.3,-0.1,92.1,93.6,92.9,95.8,1.4,3.2,1.6,1.6,1025.1
6,1.9,0.6,-0.7,-0.6,90.8,91.1,93.4,98.1,2.1,3.4,1.6,1.6,1025.5
9,1.9,0.5,-0.6,-0.4,89.0,92.1,90.7,97.4,1.3,1.8,1.7,1.7,1024.7
12,2.1,0.5,-0.5,-0.2,85.6,90.3,89.5,96.8,1.6,2.4,2.0,2.0,1025.8
15,4.7,2.2,-0.0,0.3,71.2,79.6,86.4,94.0,0.6,1.0,1.4,1.4,1026.0
18,7.0,4.7,0.7,-0.1,63.9,70.2,87.7,93.8,1.3,1.6,1.9,1.9,1023.6
21,6.5,5.2,1.3,0.1,66.0,68.8,85.4,92.0,1.8,2.3,2.9,2.9,1023.7
24,4.5,4.7,1.2,0.4,80.1,70.8,84.2,89.7,1.5,3.9,3.9,3.9,1024.8
27,3.9,4.2,1.2,0.8,86.2,74.4,83.8,89.0,1.5,4.1,4.8,4.8,1025.6
30,2.7,3.6,1.4,0.9,90.0,77.7,82.1,87.1,2.2,5.3,5.9,5.9,1025.9
33,3.2,2.9,1.3,0.8,85.1,79.5,78.0,84.8,2.8,6.9,8.1,8.1,1024.7
36,3.7,2.5,0.9,0.4,79.8,79.6,76.4,83.1,2.9,6.8,10.9,10.9,1026.6
39,4.1,2.1,0.1,-0.0,79.1,83.2,78.4,87.4,3.3,6.2,12.8,12.8,1026.8
42,2.8,1.3,-0.8,-0.0,92.9,93.2,90.4,92.6,3.9,7.1,12.6,12.6,1024.3
