fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,9.5,13.7,14.2,12.7,66.9,48.0,29.6,28.2,8.2,9.1,6.1,6.1,1021.1,7,20
3,7.8,12.9,13.9,12.7,72.7,49.3,29.9,27.4,6.7,8.3,7.1,7.1,1021.6,7,23
6,6.4,12.2,14.2,13.1,77.5,49.5,20.9,18.0,7.0,8.0,5.6,5.6,1021.3,8,2
9,5.5,11.5,14.7,13.7,76.4,47.3,14.7,12.4,6.8,8.0,3.7,3.7,1020.3,8,5
12,5.6,10.7,14.5,13.5,75.4,48.7,13.6,11.8,7.0,8.4,4.2,4.2,1021.5,8,8
15,14.6,12.6,14.6,13.5,46.9,47.1,13.1,11.4,3.5,4.4,3.7,3.7,1022.3,8,11
18,19.0,17.3,14.7,14.0,32.9,33.7,17.5,11.1,2.9,3.3,3.3,3.3,1019.7,8,14
21,14.3,17.5,15.2,14.5,51.8,34.2,19.6,11.4,4.0,3.9,0.7,0.7,1019.6,8,17
24,8.9,16.4,15.0,14.0,69.9,37.9,21.3,15.7,5.4,5.6,0.9,0.9,1021.2,8,20
27,7.0,15.7,14.8,13.4,76.0,39.0,23.6,21.5,3.8,3.2,1.0,1.0,1021.9,8,23
30,5.8,14.4,14.2,12.8,79.3,42.4,27.1,25.1,2.7,1.9,1.4,1.4,1022.2,9,2
33,4.3,12.2,13.3,11.9,84.7,50.6,31.7,30.3,1.7,2.0,5.1,5.1,1022.0,9,5
36,4.5,9.6,12.0,10.9,86.3,62.1,39.7,37.7,2.2,4.2,5.8,5.8,1024.5,9,8
39,12.1,9.3,10.5,9.9,60.3,67.8,50.7,46.1,1.6,3.1,4.3,4.3,1025.9,9,11
42,15.6,13.2,9.3,8.9,50.0,55.3,64.6,55.3,3.0,3.3,4.1,4.1,1024.0,9,14
