fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,8.1,7.8,5.7,5.6,77.3,76.0,82.1,76.7,5.9,10.8,12.2,12.2,1029.1,9,20
3,5.9,5.3,4.2,5.4,81.1,80.8,73.2,67.7,4.7,10.4,11.2,11.2,1030.1,9,23
6,4.1,3.6,2.5,5.2,85.4,85.5,82.9,60.7,3.1,8.4,10.3,10.3,1029.6,10,2
9,3.5,2.8,0.9,4.8,87.1,89.3,91.1,56.3,3.6,7.1,7.7,7.7,1029.1,10,5
12,3.2,2.0,0.6,4.3,86.6,91.4,91.7,49.4,3.5,7.7,7.7,7.7,1030.2,10,8
15,7.4,4.3,0.8,5.4,66.4,78.9,91.0,35.7,3.4,5.0,5.8,5.8,1029.8,10,11
18,10.5,7.7,3.4,4.0,55.0,62.7,79.1,46.4,1.6,2.8,3.9,3.9,1026.1,10,14
21,8.9,8.6,4.7,4.1,61.1,58.0,70.1,55.1,1.4,4.0,5.2,5.2,1025.2,10,17
24,5.1,8.0,4.8,4.2,77.5,59.5,67.9,56.4,2.2,6.1,7.4,7.4,1026.0,10,20
27,3.5,6.9,5.2,5.1,85.7,65.8,65.3,51.1,2.3,6.9,8.2,8.2,1025.6,10,23
30,2.6,5.8,5.8,6.7,90.9,75.3,65.2,47.4,2.5,6.6,6.5,6.5,1024.8,11,2
33,2.1,4.5,6.7,8.3,94.3,85.7,61.2,37.9,2.5,6.8,4.8,4.8,1023.8,11,5
36,2.8,3.8,7.5,8.8,95.8,92.0,54.8,34.9,3.2,7.1,5.0,5.0,1024.2,11,8
39,9.8,7.0,8.7,9.6,68.5,78.9,48.4,30.8,3.2,4.2,5.5,5.5,1023.5,11,11
42,14.4,12.3,9.4,10.4,51.6,56.4,53.5,32.1,3.5,4.0,6.0,6.0,1019.3,11,14
