fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,6.1,7.1,3.7,2.1,75.5,63.0,73.1,75.7,5.4,6.3,3.7,3.7,1023.8
3,3.9,6.1,3.3,1.9,83.6,62.4,69.0,72.8,5.3,6.2,3.1,3.1,1025.4
6,2.4,5.4,3.1,1.8,88.2,63.3,65.6,68.1,2.7,4.5,2.4,2.4,1023.7
9,1.5,4.4,2.5,1.1,91.3,68.0,68.1,71.9,2.1,1.8,1.2,1.2,1023.9
12,3.8,4.3,2.4,1.1,85.9,68.3,68.1,71.4,1.0,0.9,1.4,1.4,1024.7
15,9.9,7.1,3.1,2.1,58.1,62.2,73.6,67.4,1.1,1.5,2.3,2.3,1024.2
18,13.0,10.5,6.3,4.2,52.3,54.7,67.8,74.8,2.2,3.0,4.0,4.0,1020.9
21,13.1,12.2,8.3,6.2,53.8,50.6,60.1,66.5,2.8,5.0,7.2,7.2,1019.9
24,8.4,11.3,8.4,6.3,72.5,54.5,53.8,56.4,4.7,8.4,12.5,12.5,1021.9
27,6.6,9.3,7.7,5.9,69.6,49.6,31.6,32.1,5.9,10.0,12.9,12.9,1023.3
30,3.2,7.6,6.2,4.7,75.5,45.6,32.5,31.7,4.7,5.5,8.3,8.3,1024.2
33,1.2,6.3,5.1,3.5,80.3,48.4,37.1,34.8,4.0,4.4,7.0,7.0,1024.4
36,4.0,5.2,4.1,2.6,73.7,54.2,41.7,37.3,1.4,2.3,5.9,5.9,1026.7
39,10.7,7.6,3.7,2.3,49.4,52.4,53.9,38.3,0.9,1.3,2.9,2.9,1027.7
42,12.9,10.1,5.9,3.7,34.6,33.6,40.9,45.7,2.2,2.4,3.2,3.2,1025.4
