fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,20.2,19.6,15.7,14.1,75.3,76.5,89.6,93.0,7.9,9.2,12.9,12.9,1017.6,292,20
3,18.6,17.9,14.1,12.6,76.9,77.8,90.4,91.7,7.8,9.0,12.2,12.2,1019.5,292,23
6,17.7,16.9,13.3,11.8,78.3,80.4,93.6,98.2,7.1,8.2,12.0,12.0,1019.8,293,2
9,17.5,16.4,12.6,10.9,77.5,80.6,94.5,99.2,6.9,8.0,12.4,12.4,1021.9,293,5
12,17.0,15.3,11.1,9.6,73.0,78.0,94.0,98.5,8.1,9.1,11.7,11.7,1025.1,293,8
15,16.5,14.1,9.8,8.9,63.6,69.6,86.0,91.3,8.8,9.8,12.1,12.1,1027.0,293,11
18,17.4,15.0,10.7,8.5,55.2,59.0,73.6,82.4,7.9,9.1,10.5,10.5,1026.3,293,14
21,16.2,14.6,10.4,8.4,54.1,55.6,68.1,76.0,7.8,9.4,11.0,11.0,1026.8,293,17
24,14.2,12.7,8.9,6.9,53.9,55.5,67.3,75.2,7.4,10.4,13.1,13.1,1029.2,293,20
27,12.7,11.1,7.4,5.6,58.7,61.1,73.7,80.6,5.9,9.2,12.1,12.1,1030.0,293,23
30,11.6,9.9,6.5,5.3,62.0,65.3,78.4,82.5,5.5,7.8,10.1,10.1,1029.3,294,2
33,10.3,8.7,6.4,5.8,65.9,69.3,82.6,85.7,6.4,8.3,9.6,9.6,1029.1,294,5
36,11.0,8.6,7.5,6.6,67.3,73.1,83.3,85.5,4.6,6.9,9.9,9.9,1029.5,294,8
39,15.8,12.5,8.6,7.7,61.2,68.1,82.8,83.4,3.4,3.7,5.5,5.5,1028.7,294,11
42,18.3,15.7,11.4,9.2,53.8,57.1,71.2,79.9,2.3,2.6,3.1,3.1,1025.4,294,14
