fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,12.9,14.3,12.9,11.2,57.8,47.0,37.6,38.5,3.0,7.3,5.1,5.1,1016.9
3,12.2,13.2,12.6,11.1,62.2,53.2,37.5,37.3,2.8,5.9,6.3,6.3,1017.3
6,10.5,12.4,12.3,10.9,73.3,60.3,35.8,32.9,2.7,5.7,5.6,5.6,1016.2
9,8.9,11.2,10.8,9.6,81.6,68.7,48.8,42.6,2.5,6.2,5.3,5.3,1016.7
12,11.5,10.9,10.4,9.3,77.5,71.5,49.5,45.6,2.4,4.1,2.5,2.5,1018.4
15,17.0,14.8,11.0,9.9,52.8,53.3,55.8,45.0,0.6,0.9,1.9,1.9,1019.1
18,19.5,17.6,13.3,11.2,45.4,43.8,52.9,58.4,1.8,1.8,1.6,1.6,1016.8
21,18.6,18.0,14.0,11.9,54.6,46.9,55.4,60.1,2.2,3.4,2.6,2.6,1017.0
24,13.0,16.6,13.6,12.1,73.8,51.5,56.8,53.6,2.5,6.2,5.0,5.0,1018.5
27,10.2,16.0,13.5,12.2,84.0,52.7,52.0,47.5,2.2,4.0,5.4,5.4,1020.0
30,8.9,15.3,13.3,12.0,86.6,54.6,51.3,46.7,1.7,3.2,4.1,4.1,1020.0
33,8.0,14.8,13.1,11.8,88.6,57.2,51.6,44.9,2.2,3.6,3.4,3.4,1020.1
36,12.6,14.3,12.6,11.1,78.7,60.0,54.7,51.1,1.6,4.1,5.0,5.0,1022.3
39,19.3,16.8,12.7,10.9,53.8,55.0,64.5,64.0,3.3,4.5,6.3,6.3,1022.7
42,21.2,19.1,14.8,12.6,46.9,45.5,55.7,61.8,4.2,5.3,6.4,6.4,1019.9
