fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,18.9,19.7,16.2,14.3,74.4,60.3,66.0,71.6,2.2,3.5,4.4,4.4,1022.7,285,20
3,17.9,19.0,16.0,14.1,79.1,62.7,65.4,71.2,4.0,4.2,2.8,2.8,1022.5,285,23
6,16.8,18.3,15.8,13.9,85.4,66.1,66.0,71.2,2.3,2.5,1.7,1.7,1021.2,286,2
9,15.2,17.3,15.3,13.5,92.0,73.4,68.2,73.0,3.7,3.9,2.2,2.2,1020.6,286,5
12,17.4,16.8,15.2,13.4,84.0,76.1,67.8,72.4,0.8,1.1,2.5,2.5,1021.2,286,8
15,21.6,19.5,15.3,13.5,60.6,63.3,72.9,73.6,1.3,1.7,1.7,1.7,1020.3,286,11
18,22.7,21.0,16.6,14.4,53.2,53.5,65.7,73.1,2.6,2.9,3.3,3.3,1017.5,286,14
21,21.2,21.3,17.1,14.9,64.5,52.7,62.8,69.7,3.6,3.1,3.7,3.7,1016.6,286,17
24,17.5,20.5,16.9,14.8,77.1,55.7,63.6,69.7,3.1,3.0,3.0,3.0,1017.5,286,20
27,16.0,19.8,16.6,14.5,85.4,59.1,64.8,70.7,2.4,3.1,2.8,2.8,1017.6,286,23
30,15.0,18.7,16.3,14.3,89.9,65.5,66.5,72.5,2.1,4.7,3.8,3.8,1016.8,287,2
33,14.6,17.6,16.1,14.1,91.1,71.2,67.1,72.2,2.2,4.8,4.4,4.4,1016.3,287,5
36,17.3,17.3,16.1,14.3,82.3,72.2,65.1,68.3,1.9,3.9,4.3,4.3,1017.2,287,8
39,22.5,20.7,16.5,14.7,57.0,58.5,67.2,67.3,1.7,2.4,3.1,3.1,1016.7,287,11
42,24.2,22.8,18.4,16.1,48.9,48.2,59.0,65.5,1.7,2.3,2.9,2.9,1014.1,287,14
