fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,11.2,11.2,9.0,8.2,95.4,90.9,90.9,92.2,1.1,2.5,5.1,5.1,1016.1
3,10.3,11.1,9.3,8.7,97.2,91.8,90.0,91.5,1.5,3.7,6.7,6.7,1016.1
6,10.4,10.2,8.7,8.2,96.2,94.9,91.6,91.7,2.7,5.7,7.1,7.1,1017.0
9,10.2,9.7,7.7,7.1,95.8,96.6,94.5,91.0,3.5,6.7,12.1,12.1,1017.0
12,10.0,9.1,6.6,6.1,95.1,96.4,99.1,94.8,4.5,8.2,11.2,11.2,1019.3
15,10.1,8.8,5.6,4.6,91.9,92.9,99.3,99.1,5.7,10.1,12.7,12.7,1021.5
18,9.4,8.0,4.5,3.2,85.9,88.7,98.6,99.7,6.1,10.1,13.2,13.2,1021.7
21,7.5,6.1,2.6,1.4,86.0,89.0,99.1,99.5,5.4,9.5,12.4,12.4,1023.9
24,6.0,4.4,0.9,-0.2,85.5,89.7,99.5,99.0,4.6,8.4,11.1,11.1,1027.2
27,4.9,3.6,0.2,-1.0,82.4,83.4,91.5,92.3,3.9,7.1,8.2,8.2,1028.6
30,3.1,2.7,-0.0,-0.7,87.0,80.5,83.0,80.5,2.7,6.7,7.1,7.1,1029.2
33,1.2,1.4,0.1,0.2,92.2,83.4,74.7,60.8,2.2,6.3,5.4,5.4,1029.4
36,2.4,0.5,0.7,1.0,83.3,83.9,52.7,42.8,1.7,4.4,5.5,5.5,1031.1
39,7.5,4.0,0.9,1.3,52.9,58.3,48.6,29.0,1.1,1.7,4.5,4.5,1031.8
42,10.9,7.7,3.6,1.7,39.5,40.5,48.7,50.2,1.5,2.4,3.5,3.5,1029.0
