fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,14.5,19.0,16.0,14.1,47.5,29.7,30.9,32.2,7.8,9.1,8.5,8.5,1021.6,64,20
3,13.0,18.0,16.2,14.3,53.3,32.1,28.8,31.2,7.4,8.7,10.4,10.4,1022.1,64,23
6,11.3,16.7,16.1,14.4,59.5,37.2,31.6,32.3,7.3,8.7,9.5,9.5,1021.5,65,2
9,9.7,16.3,16.4,14.7,67.0,36.5,26.4,27.3,5.2,6.2,7.6,7.6,1021.1,65,5
12,12.5,16.0,16.4,14.8,57.7,34.2,24.2,25.0,6.1,7.1,6.4,6.4,1022.3,65,8
15,21.6,19.1,16.7,15.1,32.1,33.1,21.9,22.1,5.6,6.4,8.4,8.4,1021.4,65,11
18,24.5,22.7,18.2,16.0,21.7,20.5,24.9,26.9,6.3,6.5,7.0,7.0,1018.6,65,14
21,22.4,22.6,18.6,16.5,30.1,22.8,25.3,27.0,7.6,7.7,8.6,8.6,1017.6,65,17
24,17.2,20.2,18.3,16.7,39.8,29.4,24.5,23.9,7.4,8.3,11.3,11.3,1018.6,65,20
27,14.9,19.1,18.3,16.7,47.3,31.4,22.8,22.6,5.6,7.3,10.7,10.7,1019.2,65,23
30,12.8,18.2,18.3,16.7,54.1,33.1,18.5,18.4,5.1,5.6,8.9,8.9,1018.7,66,2
33,11.8,17.4,18.2,16.8,59.6,35.3,19.1,17.7,5.5,5.8,4.3,4.3,1018.1,66,5
36,13.6,16.8,17.6,16.3,58.4,37.2,23.3,22.2,4.6,5.2,4.3,4.3,1020.0,66,8
39,20.7,19.0,17.8,16.4,39.8,37.9,28.6,26.9,2.1,1.8,2.3,2.3,1019.7,66,11
42,24.0,22.2,18.2,16.4,31.4,31.6,33.5,33.4,3.2,3.6,3.9,3.9,1017.5,66,14
