fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,10.0,13.4,12.4,10.8,61.1,45.3,35.6,35.9,7.2,7.5,7.3,7.3,1016.0
3,8.2,12.0,12.7,11.0,67.6,48.7,34.2,36.6,4.8,5.8,5.2,5.2,1015.8
6,6.4,11.1,12.6,11.0,75.0,50.9,31.7,33.6,2.6,3.6,5.5,5.5,1014.9
9,5.4,10.0,12.5,11.0,79.2,54.1,30.0,31.9,3.1,3.6,6.3,6.3,1014.6
12,7.0,9.9,12.2,10.8,73.6,53.7,33.1,36.6,3.1,3.5,5.1,5.1,1015.9
15,15.5,13.7,12.4,11.0,47.1,48.6,35.6,40.0,2.0,2.4,6.3,6.3,1016.0
18,18.6,17.4,13.3,11.5,37.8,37.4,42.4,41.2,2.2,3.0,4.7,4.7,1013.6
21,14.0,17.3,14.0,12.3,55.9,39.5,38.3,36.4,1.3,1.9,3.1,3.1,1013.2
24,10.1,15.8,14.2,12.5,73.0,47.4,37.2,37.5,5.3,5.3,3.4,3.4,1014.1
27,8.5,14.4,14.3,12.4,80.7,53.1,38.4,39.4,3.2,4.1,4.2,4.2,1015.5
30,7.3,13.6,14.0,12.2,83.5,53.0,34.7,32.5,1.5,4.8,7.0,7.0,1016.4
33,5.9,12.5,13.8,12.0,85.7,54.2,27.4,23.4,1.5,3.4,5.2,5.2,1017.0
36,7.2,11.6,13.3,11.6,83.2,57.1,28.2,25.0,2.4,3.6,5.9,5.9,1019.7
39,15.1,12.9,12.8,11.6,55.3,58.4,29.4,26.9,1.7,3.2,6.3,6.3,1021.0
42,17.3,15.6,11.8,11.4,41.8,43.0,40.9,24.5,3.0,3.6,5.0,5.0,1019.2
