fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,-4.2,-5.7,-9.3,-11.2,50.5,47.3,63.1,73.8,5.1,7.1,4.9,4.9,1039.6,24,20
3,-5.7,-6.7,-9.9,-11.4,50.4,41.2,61.4,63.8,3.7,7.4,3.5,3.5,1038.3,24,23
6,-6.6,-7.2,-10.2,-11.3,51.0,39.9,55.0,50.5,2.6,6.3,3.8,3.8,1036.3,25,2
9,-7.0,-7.8,-10.4,-11.3,51.4,42.1,53.4,52.1,2.9,6.1,3.9,3.9,1034.9,25,5
12,-6.3,-8.2,-10.3,-10.1,46.2,46.7,51.8,37.0,3.5,7.0,5.0,5.0,1034.5,25,8
15,-1.6,-5.1,-9.0,-7.6,28.9,37.0,45.5,17.7,4.8,5.4,5.9,5.9,1032.6,25,11
18,1.3,-1.6,-5.7,-5.9,28.9,31.4,39.3,19.7,4.0,4.3,5.2,5.2,1027.3,25,14
21,0.7,-0.4,-4.0,-3.7,36.2,33.5,36.9,19.1,3.1,4.3,5.2,5.2,1025.2,25,17
24,-2.2,-0.8,-2.6,-2.2,49.4,38.0,35.4,24.9,4.2,6.8,7.1,7.1,1024.4,25,20
27,-3.3,-1.0,-1.3,-1.2,60.5,43.3,41.4,32.4,4.0,5.3,7.7,7.7,1024.7,25,23
30,-3.4,-0.9,-0.1,0.1,66.1,46.9,34.5,21.0,4.3,5.8,5.4,5.4,1023.7,26,2
33,-3.9,-1.1,0.6,0.6,72.5,52.2,29.3,17.3,5.0,5.9,5.1,5.1,1021.6,26,5
36,-2.2,-0.7,0.2,-0.5,67.6,52.0,31.1,24.4,1.8,1.2,5.3,5.3,1023.9,26,8
39,5.0,2.3,0.1,-0.8,40.0,44.4,31.4,25.9,0.9,0.8,4.9,4.9,1025.0,26,11
42,7.8,5.5,1.4,-0.5,33.0,33.8,40.1,40.9,1.8,2.4,3.3,3.3,1022.2,26,14
