fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,2.0,0.5,-1.5,-2.6,95.8,99.7,98.4,98.1,5.1,6.9,9.2,9.2,1027.5,49,20
3,2.0,0.4,-1.8,-2.8,94.7,99.4,98.7,98.4,5.8,7.3,8.0,8.0,1029.8,49,23
6,1.8,0.1,-2.3,-3.0,93.9,99.4,98.8,97.3,5.3,7.0,7.6,7.6,1030.0,50,2
9,1.3,-0.4,-3.0,-3.7,92.7,98.4,94.8,93.3,6.7,8.3,9.5,9.5,1029.6,50,5
12,1.0,-1.2,-3.5,-4.7,88.0,95.8,83.6,85.7,5.2,6.4,10.5,10.5,1032.5,50,8
15,3.7,0.5,-3.4,-5.1,66.4,75.3,92.7,99.0,6.2,6.6,6.8,6.8,1033.1,50,11
18,5.2,2.3,-1.8,-3.9,55.0,60.6,76.1,86.2,6.9,7.4,7.7,7.7,1030.9,50,14
21,5.1,3.1,-0.9,-3.0,47.4,48.4,60.6,68.9,5.8,6.4,7.2,7.2,1031.0,50,17
24,0.7,2.4,-1.3,-3.4,61.9,41.7,49.1,55.8,5.9,7.8,7.5,7.5,1032.8,50,20
27,-1.1,0.8,-2.1,-3.9,62.3,36.3,39.9,41.8,6.7,9.5,7.1,7.1,1034.3,50,23
30,-3.1,-0.5,-2.3,-3.7,61.2,27.2,19.2,14.6,5.3,7.8,6.4,6.4,1034.0,51,2
33,-4.4,-1.7,-3.1,-4.4,65.0,30.3,14.7,11.7,3.4,6.7,5.3,5.3,1034.1,51,5
36,-2.3,-2.1,-3.4,-4.7,61.1,28.7,12.6,13.3,1.6,4.8,5.3,5.3,1035.9,51,8
39,3.3,-0.3,-3.5,-4.6,35.1,35.1,17.0,15.2,1.4,2.4,4.7,4.7,1036.0,51,11
42,5.7,2.4,-1.7,-3.7,29.4,27.7,34.2,38.1,1.6,1.4,1.6,1.6,1032.5,51,14
