fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,12.6,14.4,11.3,9.9,78.6,63.2,64.9,63.4,2.4,5.8,3.6,3.6,1021.9
3,11.5,13.8,11.8,10.2,85.4,66.5,61.6,65.9,2.2,4.4,3.3,3.3,1023.5
6,10.7,13.0,11.5,9.7,89.1,71.1,66.5,73.1,1.7,4.5,4.2,4.2,1023.3
9,10.3,12.2,11.1,9.5,91.5,76.1,69.8,73.8,1.9,6.0,4.4,4.4,1023.0
12,12.9,12.0,11.2,9.6,82.9,76.7,67.8,70.0,2.0,5.8,6.6,6.6,1025.3
15,17.2,14.6,11.3,9.8,64.3,69.4,66.2,65.1,2.9,4.1,8.4,8.4,1025.4
18,18.2,16.3,12.0,9.9,54.4,55.6,68.8,75.3,3.5,4.6,5.0,5.0,1023.2
21,16.3,15.5,11.5,9.7,62.8,60.1,69.8,71.0,3.2,6.5,6.8,6.8,1024.1
24,15.0,14.2,11.0,9.3,67.7,67.2,73.1,74.0,3.1,7.5,10.1,10.1,1025.2
27,14.2,13.0,10.2,9.0,74.3,75.4,80.4,83.6,4.1,8.7,10.6,10.6,1025.7
30,12.9,11.8,9.4,8.6,80.4,77.7,78.2,81.1,3.9,8.6,9.9,9.9,1025.7
33,11.8,10.7,8.7,8.1,82.5,79.0,73.4,74.8,3.9,8.6,9.8,9.8,1025.3
36,11.4,10.1,8.3,7.7,84.4,80.1,67.6,66.5,3.4,7.7,9.7,9.7,1026.4
39,11.8,10.1,7.8,6.6,85.7,85.3,66.0,60.6,2.9,4.6,8.5,8.5,1026.5
42,11.6,10.2,6.9,5.4,87.6,86.2,69.3,64.7,3.6,5.9,8.9,8.9,1024.2
