fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,16.9,18.0,18.4,16.9,77.1,71.2,52.5,54.4,7.5,8.2,5.9,5.9,1017.6,67,20
3,15.1,17.4,18.4,16.7,86.0,72.7,50.6,53.1,4.7,7.0,7.0,7.0,1018.5,67,23
6,13.2,16.4,17.6,16.0,90.7,73.9,47.5,47.7,3.2,6.0,7.3,7.3,1018.2,68,2
9,11.6,15.0,17.2,15.7,94.1,80.2,42.5,39.7,1.9,5.3,5.2,5.2,1018.0,68,5
12,13.6,14.0,16.9,15.7,88.9,85.5,43.6,31.9,1.5,3.7,4.7,4.7,1019.7,68,8
15,21.7,19.0,17.3,16.2,55.8,63.3,43.0,29.0,2.2,2.5,5.0,5.0,1019.9,68,11
18,26.0,23.9,19.6,17.6,30.7,32.4,36.7,35.9,3.2,3.2,4.1,4.1,1016.9,68,14
21,24.9,24.9,20.9,18.9,33.6,26.0,27.8,29.4,5.0,4.5,4.0,4.0,1015.4,68,17
24,18.6,21.4,20.6,19.0,50.7,40.4,27.0,28.1,8.4,8.8,8.3,8.3,1016.8,68,20
27,16.0,19.5,20.6,18.9,65.6,50.7,28.2,29.5,6.8,8.0,8.7,8.7,1017.8,68,23
30,14.2,17.9,20.4,18.8,80.0,63.3,29.7,29.5,5.1,6.4,7.0,7.0,1017.3,69,2
33,12.4,17.1,20.1,18.4,87.6,65.1,28.6,30.2,3.6,4.6,6.0,6.0,1016.4,69,5
36,15.3,17.3,20.0,18.2,74.2,57.4,24.0,26.5,4.8,5.8,4.7,4.7,1017.6,69,8
39,24.9,22.6,20.0,18.3,33.9,36.7,20.8,21.0,4.6,5.2,8.5,8.5,1017.8,69,11
42,27.5,25.8,21.3,19.0,19.6,18.7,22.6,25.0,6.9,6.6,7.2,7.2,1014.8,69,14
