fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,-0.8,2.5,-0.1,-0.2,56.7,30.4,22.8,15.0,5.3,5.1,5.2,5.2,1029.5,358,20
3,-2.4,1.5,-0.8,-0.4,64.4,32.1,25.0,15.4,4.1,5.3,3.9,3.9,1030.1,358,23
6,-3.2,0.6,-1.6,-1.1,69.5,34.3,28.5,18.8,2.5,4.2,2.5,2.5,1030.5,359,2
9,-3.8,-0.0,-1.6,-1.1,73.2,36.2,28.4,19.9,2.1,3.6,2.9,2.9,1030.4,359,5
12,-2.6,-0.5,-2.1,-1.6,67.3,37.8,32.0,24.4,1.7,3.1,3.1,3.1,1031.2,359,8
15,3.8,0.6,-2.2,-1.8,37.9,41.6,35.1,29.4,1.4,2.0,2.8,2.8,1031.9,359,11
18,6.0,3.2,-0.8,-1.5,34.9,37.3,45.7,34.9,0.8,1.5,2.4,2.4,1028.9,359,14
21,2.7,3.6,-0.1,-1.1,52.9,38.8,46.5,37.5,0.3,1.9,3.5,3.5,1028.8,359,17
24,1.3,3.1,-0.3,-0.8,60.2,42.7,48.6,33.3,2.0,3.5,3.1,3.1,1029.8,359,20
27,1.2,2.7,-0.4,-0.7,65.6,48.9,49.8,32.6,1.9,2.7,1.6,1.6,1030.6,359,23
30,0.8,2.2,-0.6,-1.3,71.3,53.7,51.4,38.8,2.3,2.8,2.8,2.8,1029.9,360,2
33,1.1,1.6,-1.0,-2.1,72.8,57.8,55.3,49.1,2.3,2.3,3.2,3.2,1029.5,360,5
36,1.4,1.3,-1.2,-2.1,73.0,59.3,56.6,49.1,1.8,2.2,2.2,2.2,1030.7,360,8
39,4.9,2.1,-1.2,-1.8,52.9,59.7,56.4,46.7,0.8,1.0,1.3,1.3,1030.9,360,11
42,7.0,4.2,0.1,-1.6,45.2,50.1,61.8,61.4,0.7,1.0,1.7,1.7,1028.5,360,14
