fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,9.3,13.1,9.4,7.4,58.1,31.7,34.9,37.6,2.5,5.0,3.6,3.6,1026.1,81,20
3,7.4,12.0,9.1,7.2,65.6,35.4,36.1,37.9,2.8,8.5,5.9,5.9,1026.1,81,23
6,5.9,11.5,9.1,7.4,72.4,37.8,35.7,37.2,2.4,7.5,6.3,6.3,1024.6,82,2
9,4.9,10.9,9.2,7.4,78.3,41.1,36.3,37.2,2.3,6.3,4.8,4.8,1023.6,82,5
12,8.9,10.5,9.2,7.7,68.4,42.0,35.4,33.0,2.4,5.5,3.7,3.7,1023.6,82,8
15,15.8,13.3,9.3,7.8,43.3,42.0,46.4,36.0,3.7,5.2,7.4,7.4,1022.7,82,11
18,17.7,15.8,11.6,9.4,37.8,34.6,41.9,46.8,4.2,5.6,6.3,6.3,1018.8,82,14
21,15.5,15.6,11.8,9.9,53.0,40.8,43.9,46.6,3.6,6.8,7.7,7.7,1017.2,82,17
24,12.2,13.9,12.1,10.5,60.9,48.1,40.0,40.9,3.2,7.2,6.4,6.4,1018.0,82,20
27,11.4,12.7,11.9,10.4,63.5,52.7,39.7,38.7,3.9,7.8,7.3,7.3,1017.9,82,23
30,10.0,11.8,11.7,10.6,71.0,57.6,35.5,33.6,2.7,6.5,7.2,7.2,1017.0,83,2
33,7.6,10.9,11.3,10.5,82.3,63.1,38.5,32.4,2.9,6.7,6.2,6.2,1016.2,83,5
36,10.9,10.9,11.5,10.7,73.7,63.7,38.3,31.2,2.1,4.0,3.4,3.4,1018.1,83,8
39,17.4,15.2,11.8,11.2,51.9,51.7,46.3,30.4,1.1,1.3,3.4,3.4,1018.9,83,11
42,20.2,18.5,14.2,12.2,42.5,39.9,47.0,48.9,1.7,1.7,1.6,1.6,1016.8,83,14
