fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,5.7,5.1,2.2,0.8,51.4,50.6,57.9,59.1,6.7,11.2,13.8,13.8,1027.2
3,3.3,2.2,-0.8,0.0,57.1,58.6,59.6,40.9,6.3,11.0,14.1,14.1,1029.5
6,1.4,0.2,-2.6,-1.3,62.4,64.6,64.0,32.4,4.7,9.6,14.0,14.0,1030.5
9,0.6,-0.7,-3.4,-2.4,65.3,67.4,63.1,32.1,4.1,8.6,13.2,13.2,1030.7
12,1.0,-1.2,-4.1,-3.4,61.8,68.5,71.5,33.0,4.0,7.4,12.0,12.0,1031.8
15,3.4,0.4,-3.7,-3.3,52.5,61.6,76.8,38.0,3.7,5.3,6.8,6.8,1032.2
18,4.0,1.6,-2.5,-3.6,50.0,56.2,72.0,55.1,3.7,4.7,5.4,5.4,1028.9
21,3.6,1.8,-2.1,-2.7,50.8,55.7,69.4,45.3,4.1,4.9,5.7,5.7,1028.7
24,3.0,1.3,-2.0,-2.4,56.4,60.1,65.7,43.5,3.2,4.6,6.2,6.2,1028.8
27,2.6,1.1,-1.4,-2.1,59.4,60.6,65.0,53.5,3.1,4.2,5.1,5.1,1028.4
30,0.8,1.2,-1.0,-1.7,68.8,59.5,68.4,62.4,2.9,4.3,4.8,4.8,1027.3
33,-0.3,0.9,-0.9,-1.3,74.8,63.2,70.5,65.0,2.1,5.9,5.2,5.2,1025.5
36,0.5,0.6,-0.6,-0.7,75.4,69.4,73.3,64.2,1.7,4.5,3.3,3.3,1027.6
39,6.3,3.2,-0.0,-0.0,54.7,63.6,72.4,58.5,2.6,3.4,3.9,3.9,1027.3
42,9.1,6.6,2.4,0.6,47.2,52.3,65.3,67.0,2.8,2.9,3.2,3.2,1023.9
