fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,-5.6,-6.1,-9.9,-11.8,53.3,39.4,48.5,53.6,5.4,8.6,8.6,8.6,1044.0,355,20
3,-6.4,-7.0,-10.4,-11.6,52.5,33.5,36.3,32.6,4.4,7.6,8.8,8.8,1045.2,355,23
6,-7.1,-7.5,-9.9,-10.5,52.0,30.4,27.3,22.7,4.4,7.7,9.4,9.4,1044.4,356,2
9,-7.7,-7.8,-9.5,-10.4,51.3,29.6,22.6,20.8,3.9,7.3,7.7,7.7,1043.8,356,5
12,-6.9,-7.8,-9.8,-10.5,47.2,27.4,22.5,21.6,3.1,5.9,7.1,7.1,1044.6,356,8
15,-2.0,-6.3,-9.0,-8.7,20.0,27.0,22.7,17.5,4.1,4.9,8.7,8.7,1044.3,356,11
18,0.1,-3.7,-7.7,-8.6,17.4,21.5,27.8,20.7,2.4,3.0,3.7,3.7,1041.4,356,14
21,-2.2,-3.2,-6.9,-8.0,26.4,22.1,26.0,21.8,1.6,1.8,2.1,2.1,1040.7,356,17
24,-3.9,-3.4,-6.7,-6.5,35.7,22.3,23.0,14.5,1.0,1.9,3.2,3.2,1041.3,356,20
27,-3.0,-3.6,-6.4,-5.9,36.5,23.0,21.2,12.9,1.6,2.1,1.7,1.7,1041.5,356,23
30,-3.0,-3.7,-5.2,-4.6,36.8,24.8,15.9,10.9,2.1,3.0,2.9,2.9,1040.1,357,2
33,-3.1,-3.9,-3.9,-3.3,37.9,27.1,12.6,8.9,2.1,3.9,1.9,1.9,1038.1,357,5
36,-3.4,-3.9,-3.2,-2.8,41.1,27.1,11.1,8.8,3.5,4.4,0.9,0.9,1038.9,357,8
39,1.7,-2.1,-2.1,-1.9,23.8,29.7,9.5,8.4,2.5,2.8,1.0,1.0,1038.8,357,11
42,4.1,1.0,-0.9,-0.8,23.3,24.3,9.8,9.6,1.7,1.4,2.6,2.6,1036.0,357,14
